millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,Raw_IMU_accel_X,Raw_IMU_accel_Y,Raw_IMU_accel_Z,Raw_IMU_mag_X,Raw_IMU_mag_Y,Raw_IMU_mag_Z,Raw_IMU_gyro_X,Raw_IMU_gyro_Y,Raw_IMU_gyro_Z,Raw_IMU_temp,BARO_temp,BARO_press,BARO_alt,Raw_BARO_temp,Raw_BARO_press,Raw_BARO_alt,Velocity_inte,Velocity_diff,Velocity_est,Est_apogee,Battery_voltage,Z_accel_times_burnoutMass
9309,2,9309,40,0.401,0.483,0.434,40.920,11.929,32.572,0.11,0.38,0.9,-747.0,0.430,0.473,0.312,41.26,11.999,32.782,0.9,0.39,0.7,-747.0,5.343,91262.992,873.560,5.349,91262.93,873.349,-2676.550,0.2,2.91,-70.771,4.66,0.266
9345,2,9345,36,0.406,0.515,0.410,40.818,12.11,32.686,0.11,0.37,0.8,-747.0,0.394,0.602,0.456,40.923,12.87,32.841,0.12,0.32,0.8,-747.0,5.344,91261.429,873.623,5.340,91254.273,874.383,-2691.768,0.1,1.941,-73.730,4.66,0.251
9384,2,9384,39,0.390,0.511,0.410,41.37,12.104,32.759,0.11,0.37,0.7,-747.0,0.315,0.495,0.442,41.406,12.101,32.943,0.12,0.37,0.6,-747.0,5.345,91260.523,873.601,5.340,91257.585,873.253,-2707.778,0.0,2.22,-72.103,4.66,0.251
9421,2,9421,37,0.361,0.532,0.414,41.297,12.98,32.782,0.11,0.38,0.8,-747.0,0.308,0.552,0.449,41.873,12.101,32.797,0.10,0.43,0.9,-747.0,5.345,91259.867,873.620,5.345,91262.93,873.769,-2723.47,0.0,1.981,-72.910,4.60,0.254
9460,2,9460,39,0.367,0.531,0.407,41.335,12.66,32.768,0.12,0.37,0.7,-747.0,0.387,0.531,0.377,41.449,12.43,32.475,0.16,0.33,0.7,-747.0,5.344,91259.179,873.765,5.345,91259.835,874.70,-2739.85,0.3,1.873,-75.12,4.60,0.250
9497,2,9497,37,0.346,0.513,0.426,41.227,12.87,32.870,0.13,0.36,0.8,-747.0,0.323,0.387,0.406,40.485,12.101,33.294,0.13,0.35,0.9,-747.0,5.342,91258.62,873.746,5.340,91256.523,873.253,-2754.513,0.0,2.19,-72.11,4.73,0.261
9534,2,9534,37,0.334,0.483,0.419,41.376,12.130,32.893,0.12,0.37,0.8,-747.0,0.337,0.452,0.420,41.669,12.306,32.958,0.9,0.38,0.10,-747.0,5.342,91260.78,873.601,5.340,91264.351,873.662,-2770.153,0.3,2.168,-69.280,4.66,0.257
9573,2,9573,39,0.351,0.503,0.433,41.414,12.157,32.937,0.12,0.37,0.7,-747.0,0.401,0.595,0.513,41.596,12.233,33.162,0.10,0.33,0.2,-747.0,5.341,91260.554,873.661,5.335,91259.976,873.553,-2786.779,0.1,1.943,-73.644,4.66,0.265
9610,2,9610,37,0.370,0.482,0.424,41.245,12.209,32.870,0.12,0.35,0.7,-747.0,0.401,0.445,0.406,41.26,12.364,32.461,0.13,0.37,0.7,-747.0,5.339,91260.320,873.700,5.335,91260.898,873.962,-2802.659,0.1,1.963,-73.199,4.66,0.260
9649,2,9649,39,0.341,0.473,0.440,41.216,12.253,32.908,0.10,0.36,0.7,-747.0,0.244,0.488,0.456,41.303,12.262,32.665,0.7,0.38,0.6,-747.0,5.336,91259.890,873.656,5.331,91257.718,873.853,-2819.537,0.1,2.45,-71.583,4.66,0.270
9686,2,9686,37,0.358,0.509,0.465,41.400,12.215,32.776,0.10,0.37,0.6,-747.0,0.409,0.567,0.528,41.406,11.911,32.636,0.11,0.41,0.7,-747.0,5.334,91261.31,873.777,5.331,91262.226,873.853,-2836.293,0.3,1.892,-74.591,4.66,0.285
9726,2,9726,40,0.350,0.522,0.450,41.391,12.130,32.762,0.11,0.36,0.7,-747.0,0.294,0.516,0.348,41.625,11.882,32.885,0.12,0.30,0.11,-747.0,5.333,91259.734,873.812,5.331,91257.851,873.841,-2854.609,0.0,1.965,-73.36,4.66,0.276
9768,2,9768,42,0.350,0.503,0.426,41.403,11.996,32.736,0.11,0.37,0.8,-747.0,0.401,0.502,0.391,41.654,11.560,33.31,0.10,0.40,0.9,-747.0,5.332,91260.875,873.892,5.331,91265.679,873.949,-2873.26,0.1,1.926,-73.760,4.66,0.261
9807,2,9807,39,0.358,0.505,0.432,41.446,11.870,32.785,0.10,0.38,0.8,-747.0,0.445,0.452,0.434,41.245,11.736,32.709,0.11,0.40,0.8,-747.0,5.329,91260.296,873.824,5.321,91257.992,873.624,-2889.764,0.1,2.72,-70.886,4.73,0.264
9843,2,9843,36,0.373,0.496,0.424,41.335,11.727,32.890,0.11,0.37,0.8,-747.0,0.315,0.445,0.420,40.748,11.546,33.192,0.11,0.35,0.5,-747.0,5.326,91261.460,873.863,5.317,91263.562,874.46,-2905.189,0.1,1.962,-73.34,4.73,0.260
9880,2,9880,37,0.368,0.489,0.409,41.262,11.704,32.928,0.11,0.36,0.8,-747.0,0.387,0.531,0.449,41.40,11.794,32.826,0.12,0.35,0.5,-747.0,5.324,91261.734,873.860,5.321,91263.562,873.841,-2920.617,0.0,2.2,-72.229,4.66,0.250
9920,2,9920,40,0.419,0.492,0.416,41.210,11.663,32.996,0.11,0.37,0.7,-747.0,0.545,0.531,0.384,41.362,11.677,33.221,0.11,0.34,0.10,-747.0,5.321,91262.664,873.839,5.317,91262.500,873.733,-2937.123,0.0,2.22,-71.855,4.66,0.255
9956,2,9956,36,0.437,0.513,0.401,41.78,11.683,32.917,0.11,0.37,0.7,-747.0,0.495,0.610,0.320,40.996,11.663,32.636,0.12,0.41,0.9,-747.0,5.320,91262.234,873.735,5.321,91263.562,873.432,-2951.850,0.2,2.115,-70.137,4.66,0.246
9995,2,9995,39,0.439,0.511,0.410,41.26,11.730,32.949,0.11,0.36,0.8,-747.0,0.452,0.437,0.477,40.982,11.970,32.870,0.7,0.36,0.10,-747.0,5.320,91262.203,873.882,5.321,91257.851,874.358,-2967.692,0.3,1.872,-74.923,4.66,0.251
10032,2,10032,37,0.468,0.508,0.393,41.204,11.905,32.855,0.12,0.37,0.8,-747.0,0.459,0.430,0.334,41.639,12.423,32.724,0.17,0.41,0.6,-747.0,5.321,91261.968,873.882,5.321,91262.367,874.46,-2982.562,0.0,1.999,-72.257,4.66,0.241
10071,2,10071,39,0.450,0.482,0.397,41.332,11.891,32.850,0.12,0.38,0.9,-747.0,0.301,0.401,0.470,41.683,11.721,32.797,0.14,0.36,0.11,-747.0,5.320,91261.968,873.841,5.317,91263.562,873.636,-2997.985,0.1,2.42,-71.442,4.73,0.243
10108,2,10108,37,0.435,0.496,0.397,41.441,11.955,32.759,0.11,0.38,0.8,-747.0,0.466,0.602,0.384,41.902,11.999,32.768,0.7,0.38,0.6,-747.0,5.321,91262.148,873.882,5.326,91263.421,873.937,-3012.696,0.1,1.960,-73.58,4.73,0.243
10145,2,10145,37,0.94,-1.562,0.914,41.625,12.5,32.759,0.12,0.41,0.8,-747.0,-1.205,-5.936,6.241,41.917,11.911,32.636,0.13,0.52,0.8,-747.0,5.321,91261.250,873.904,5.317,91259.46,873.541,-3003.130,0.0,1.978,-72.668,4.66,0.560
10184,2,10184,39,0.47,-1.613,0.940,41.616,11.973,32.762,0.12,0.40,0.8,-747.0,0.215,0.696,0.348,40.938,11.809,32.885,0.8,0.36,0.7,-747.0,5.321,91261.460,873.803,5.321,91258.914,873.853,-2966.956,0.2,2.112,-70.131,4.66,0.576
10221,2,10221,37,0.33,-1.636,0.910,41.508,11.885,32.832,0.10,0.39,0.8,-747.0,0.387,0.545,0.485,41.99,11.984,33.75,0.7,0.32,0.6,-747.0,5.321,91260.562,873.702,5.326,91257.851,873.541,-2932.716,0.2,2.112,-70.232,4.66,0.558
10260,2,10260,39,0.34,-1.640,0.928,41.444,11.914,32.882,0.11,0.39,0.8,-747.0,0.308,0.423,0.377,41.362,11.867,33.45,0.21,0.35,0.11,-747.0,5.322,91258.976,873.865,5.321,91255.601,874.454,-2896.849,0.4,1.859,-75.217,4.66,0.569
10308,2,10308,48,0.20,-1.625,0.921,41.408,11.938,32.940,0.11,0.40,0.8,-747.0,0.394,0.524,0.420,41.727,12.116,33.60,0.8,0.46,0.8,-747.0,5.321,91256.976,873.805,5.321,91253.484,873.636,-2852.430,0.1,2.64,-71.65,4.73,0.565
10348,2,10348,40,0.353,0.562,0.416,41.318,11.891,33.16,0.10,0.36,0.8,-747.0,0.459,0.624,0.449,41.464,11.677,33.16,0.9,0.32,0.6,-747.0,5.321,91256.765,873.822,5.312,91257.992,873.624,-2842.319,0.0,1.983,-72.654,4.66,0.255
10384,2,10384,36,0.384,0.502,0.455,41.376,11.900,33.42,0.13,0.36,0.8,-747.0,0.373,0.394,0.542,41.230,11.853,33.16,0.20,0.32,0.6,-747.0,5.319,91256.335,873.754,5.312,91256.796,873.516,-2858.2,0.1,2.72,-70.953,4.73,0.279
10421,2,10421,37,0.366,0.476,0.423,41.373,11.888,33.86,0.13,0.36,0.7,-747.0,0.294,0.416,0.327,41.84,11.926,33.294,0.7,0.34,0.3,-747.0,5.316,91256.156,873.915,5.312,91256.929,874.346,-2874.254,0.4,1.861,-75.126,4.73,0.259
10460,2,10460,39,0.399,0.499,0.423,41.376,11.897,33.60,0.10,0.36,0.6,-747.0,0.473,0.538,0.377,41.376,11.911,32.914,0.8,0.36,0.8,-747.0,5.316,91257.515,873.771,5.321,91262.367,873.733,-2890.768,0.3,2.168,-69.102,4.66,0.259
10497,2,10497,37,0.377,0.488,0.407,41.338,11.753,33.66,0.12,0.33,0.6,-747.0,0.287,0.466,0.341,41.537,11.400,33.89,0.13,0.32,0.7,-747.0,5.313,91259.562,873.894,5.308,91263.695,874.249,-2906.143,0.3,1.890,-74.511,4.66,0.250
10536,2,10536,39,0.330,0.478,0.417,41.236,11.806,32.996,0.11,0.35,0.6,-747.0,0.222,0.574,0.499,40.952,11.940,32.665,0.6,0.42,0.7,-747.0,5.314,91259.140,873.954,5.317,91255.875,873.925,-2922.237,0.1,1.943,-73.345,4.73,0.256
10573,2,10573,37,0.338,0.525,0.439,41.166,11.821,32.952,0.9,0.37,0.6,-747.0,0.416,0.631,0.650,40.879,11.926,32.797,0.11,0.38,0.6,-747.0,5.315,91260.273,874.16,5.317,91262.500,873.829,-2938.90,0.1,1.941,-73.328,4.73,0.269
10613,2,10613,40,0.364,0.513,0.467,41.186,11.838,32.926,0.12,0.37,0.8,-747.0,0.423,0.358,0.470,41.186,12.14,33.162,0.20,0.35,0.10,-747.0,5.316,91260.39,873.913,5.317,91255.734,873.829,-2956.233,0.2,2.115,-69.964,4.73,0.286
10649,2,10649,36,0.335,0.502,0.465,41.271,11.803,32.923,0.11,0.38,0.8,-747.0,0.330,0.480,0.363,41.800,11.736,32.899,0.5,0.43,0.7,-747.0,5.316,91260.484,873.872,5.321,91264.617,873.528,-2973.27,0.1,2.42,-71.412,4.66,0.285
10686,2,10686,37,0.384,0.516,0.476,41.151,11.867,32.826,0.11,0.38,0.8,-747.0,0.531,0.538,0.399,40.938,11.721,32.607,0.12,0.34,0.9,-747.0,5.317,91259.132,873.769,5.312,91256.929,873.733,-2990.447,0.2,2.115,-70.110,4.66,0.292
10726,2,10726,40,0.374,0.503,0.421,41.218,11.783,32.896,0.12,0.36,0.9,-747.0,0.172,0.509,0.226,41.289,11.517,33.16,0.12,0.29,0.10,-747.0,5.319,91260.210,873.750,5.326,91261.304,873.829,-3008.418,0.0,2.19,-71.998,4.73,0.258
10763,2,10763,37,0.343,0.460,0.366,41.341,11.698,32.858,0.11,0.37,0.9,-747.0,0.258,0.416,0.370,41.493,11.502,32.607,0.3,0.45,0.10,-747.0,5.318,91260.226,873.608,5.312,91262.500,873.119,-3022.997,0.3,2.165,-69.325,4.73,0.224
12383,2,12383,1620,0.323,0.483,0.332,41.373,11.730,32.741,0.9,0.37,0.8,-747.0,0.323,0.473,0.305,41.347,12.174,32.578,0.11,0.33,0.3,-747.0,5.317,91260.390,873.715,5.312,91256.562,874.366,-3589.182,0.0,1.902,-74.429,4.79,0.204
12937,2,12937,554,0.351,0.469,0.357,41.254,11.818,32.715,0.10,0.37,0.8,-747.0,0.473,0.409,0.485,41.201,12.174,32.768,0.11,0.43,0.7,-747.0,5.292,91259.281,873.736,5.196,91259.85,873.634,-3780.417,0.0,1.979,-72.813,4.79,0.219
12982,2,12982,45,0.358,0.470,0.396,41.341,11.806,32.803,0.10,0.37,0.7,-747.0,0.567,0.545,0.592,41.376,11.663,33.45,0.10,0.38,0.7,-747.0,5.263,91260.109,873.683,5.168,91261.70,873.466,-3797.372,0.1,2.56,-71.314,4.79,0.242
13019,2,13019,37,0.391,0.472,0.426,41.365,11.897,32.703,0.9,0.38,0.7,-747.0,0.337,0.516,0.377,41.406,11.970,32.519,0.7,0.33,0.8,-747.0,5.235,91260.882,873.574,5.187,91265.179,873.286,-3812.587,0.2,2.121,-70.152,4.86,0.261
13059,2,13059,40,0.407,0.503,0.450,41.280,12.60,32.695,0.10,0.37,0.6,-747.0,0.337,0.574,0.492,41.69,12.320,32.563,0.13,0.39,0.6,-747.0,5.215,91259.585,873.632,5.210,91256.23,873.407,-3830.128,0.1,1.945,-73.585,4.79,0.276
13095,2,13095,36,0.427,0.515,0.472,41.356,11.952,32.654,0.10,0.37,0.7,-747.0,0.423,0.531,0.413,41.727,11.634,32.373,0.8,0.31,0.8,-747.0,5.198,91261.15,873.562,5.229,91263.718,874.19,-3846.741,0.1,2.74,-71.56,4.86,0.289
13132,2,13132,37,0.401,0.526,0.475,41.268,11.967,32.645,0.10,0.36,0.8,-747.0,0.344,0.466,0.499,40.762,12.247,32.724,0.10,0.40,0.9,-747.0,5.205,91260.773,873.685,5.233,91257.875,874.247,-3864.268,0.3,1.890,-74.683,4.79,0.291
13171,2,13171,39,0.363,0.518,0.442,41.180,12.113,32.560,0.9,0.35,0.8,-747.0,0.373,0.502,0.427,40.938,12.394,32.622,0.9,0.32,0.10,-747.0,5.221,91261.492,873.779,5.247,91264.640,873.935,-3882.153,0.2,1.914,-74.95,4.79,0.271
13208,2,13208,37,0.393,0.511,0.439,41.119,12.186,32.648,0.10,0.37,0.9,-747.0,0.488,0.480,0.363,41.99,12.335,32.958,0.11,0.41,0.10,-747.0,5.233,91259.789,873.870,5.247,91256.679,873.743,-3898.458,0.2,1.916,-73.965,4.79,0.269
13247,2,13247,39,0.400,0.495,0.406,41.210,12.139,32.624,0.9,0.35,0.8,-747.0,0.373,0.495,0.327,41.522,12.87,32.446,0.7,0.32,0.5,-747.0,5.243,91259.703,873.899,5.256,91255.625,873.551,-3914.944,0.0,1.971,-72.786,4.79,0.249
13284,2,13284,37,0.442,0.498,0.413,41.69,12.227,32.671,0.9,0.37,0.8,-747.0,0.631,0.545,0.449,41.26,12.72,32.607,0.9,0.40,0.4,-747.0,5.247,91258.273,873.827,5.252,91256.546,873.659,-3930.106,0.1,2.77,-70.757,4.79,0.253
13323,2,13323,39,0.126,0.557,-1.520,41.72,12.218,32.867,0.9,0.36,0.7,-747.0,-1.234,0.760,-6.34,40.777,12.204,33.703,0.10,0.35,0.7,-747.0,5.254,91258.460,873.808,5.266,91258.804,874.152,-3967.813,0.0,2.19,-71.921,4.79,0.932
13360,2,13360,37,0.130,0.555,-1.517,41.104,12.180,32.841,0.9,0.37,0.7,-747.0,0.394,0.495,0.413,41.99,12.204,32.490,0.7,0.39,0.7,-747.0,5.257,91259.78,873.731,5.266,91267.687,873.551,-4024.11,0.2,2.83,-70.743,4.79,0.930
13397,2,13397,37,0.114,0.542,-1.551,41.119,12.81,32.738,0.8,0.37,0.6,-747.0,0.409,0.416,0.535,41.172,11.838,32.446,0.9,0.37,0.5,-747.0,5.260,91260.164,873.777,5.261,91262.117,873.972,-4080.794,0.1,1.956,-73.235,4.79,0.951
13438,2,13438,41,0.103,0.536,-1.551,41.5,12.160,32.730,0.9,0.37,0.7,-747.0,0.315,0.466,0.327,40.952,12.481,32.402,0.11,0.35,0.12,-747.0,5.262,91261.671,873.880,5.266,91263.179,874.68,-4144.421,0.2,1.906,-74.173,4.79,0.951
13486,2,13486,48,0.54,0.524,-1.544,41.84,12.171,32.680,0.9,0.37,0.8,-747.0,0.387,0.480,0.413,41.420,12.130,32.358,0.8,0.39,0.8,-747.0,5.267,91263.476,873.943,5.275,91265.562,873.972,-4218.740,0.1,1.941,-73.380,4.79,0.947
13525,2,13525,39,0.390,0.508,0.424,41.140,12.265,32.508,0.8,0.38,0.7,-747.0,0.445,0.681,0.434,41.55,12.671,32.841,0.6,0.40,0.4,-747.0,5.268,91264.375,873.926,5.270,91263.312,874.68,-4257.146,0.0,2.17,-71.849,4.79,0.260
13561,2,13561,36,0.383,0.506,0.472,41.268,12.280,32.639,0.9,0.38,0.7,-747.0,0.358,0.488,0.650,41.742,12.277,33.148,0.13,0.38,0.6,-747.0,5.269,91264.375,873.909,5.270,91267.687,873.467,-4273.294,0.0,2.17,-71.866,4.79,0.289
13600,2,13600,39,0.371,0.535,0.457,41.359,12.344,32.689,0.10,0.38,0.6,-747.0,0.351,0.559,0.463,41.625,12.160,32.695,0.12,0.39,0.2,-747.0,5.269,91264.585,873.950,5.266,91263.179,874.176,-4291.432,0.1,1.960,-72.968,4.79,0.280
13637,2,13637,37,0.399,0.548,0.472,41.388,12.347,32.724,0.10,0.39,0.6,-747.0,0.452,0.531,0.399,41.99,12.496,32.578,0.9,0.37,0.8,-747.0,5.270,91264.109,873.933,5.270,91260.789,873.984,-4308.640,0.0,2.17,-71.842,4.86,0.289
13674,2,13674,37,0.404,0.567,0.489,41.318,12.323,32.858,0.10,0.40,0.6,-747.0,0.416,0.574,0.499,41.69,12.14,33.31,0.12,0.45,0.11,-747.0,5.271,91262.968,873.977,5.280,91259.859,874.188,-4326.432,0.1,1.958,-72.989,4.86,0.300
13713,2,13713,39,0.389,0.524,0.473,41.283,12.320,32.899,0.12,0.39,0.6,-747.0,0.366,0.466,0.355,40.879,12.657,33.45,0.12,0.36,0.5,-747.0,5.272,91261.351,873.960,5.275,91255.218,873.984,-4345.213,0.0,2.17,-71.818,4.79,0.290
13750,2,13750,37,0.367,0.522,0.446,41.125,12.268,32.890,0.10,0.39,0.6,-747.0,0.251,0.480,0.513,40.952,12.14,33.104,0.6,0.40,0.6,-747.0,5.273,91259.515,874.85,5.275,91258.531,874.92,-4362.235,0.3,1.888,-74.346,4.86,0.273
13789,2,13789,39,0.381,0.482,0.473,40.950,12.168,32.893,0.10,0.39,0.8,-747.0,0.423,0.358,0.600,40.748,11.663,32.709,0.9,0.37,0.9,-747.0,5.276,91258.820,873.967,5.280,91259.726,873.587,-4380.177,0.3,2.133,-69.553,4.86,0.290
13826,2,13826,37,0.343,0.462,0.477,40.979,12.72,32.893,0.9,0.38,0.8,-747.0,0.258,0.430,0.420,41.245,12.14,32.578,0.9,0.31,0.7,-747.0,5.279,91258.609,873.847,5.284,91259.726,873.383,-4397.783,0.3,2.136,-69.613,4.86,0.293
13865,2,13865,39,0.350,0.457,0.437,41.5,12.72,32.747,0.9,0.37,0.7,-747.0,0.452,0.552,0.298,41.201,12.14,32.300,0.9,0.40,0.6,-747.0,5.280,91257.890,873.828,5.284,91256.281,874.92,-4415.641,0.0,2.19,-71.909,4.79,0.268
13902,2,13902,37,0.364,0.493,0.447,41.40,11.964,32.616,0.8,0.37,0.7,-747.0,0.437,0.646,0.406,41.55,12.116,32.388,0.8,0.36,0.7,-747.0,5.281,91258.531,873.890,5.280,91258.398,874.296,-4432.25,0.1,1.941,-73.443,4.86,0.274
13939,2,13939,37,0.371,0.503,0.443,41.69,11.862,32.519,0.8,0.36,0.6,-747.0,0.287,0.531,0.492,41.99,11.502,32.622,0.8,0.38,0.3,-747.0,5.282,91257.601,873.871,5.284,91253.890,873.996,-4448.515,0.0,2.19,-71.862,4.86,0.272
13983,2,13983,44,0.412,0.525,0.414,41.93,11.935,32.516,0.9,0.37,0.7,-747.0,0.624,0.466,0.456,40.865,12.28,32.695,0.12,0.41,0.12,-747.0,5.283,91257.359,873.931,5.284,91258.531,873.888,-4467.399,0.1,1.943,-73.361,4.86,0.254
14019,2,14019,36,0.407,0.551,0.430,40.999,11.935,32.505,0.9,0.39,0.7,-747.0,0.236,0.559,0.499,40.777,12.14,32.519,0.10,0.41,0.5,-747.0,5.282,91257.335,874.155,5.275,91259.593,874.501,-4482.617,0.6,1.817,-75.840,4.79,0.264
14059,2,14059,40,0.400,0.529,0.483,40.914,11.932,32.487,0.10,0.39,0.8,-747.0,0.416,0.445,0.564,40.777,11.999,32.212,0.11,0.37,0.13,-747.0,5.281,91257.109,874.135,5.280,91255.85,873.996,-4500.904,0.0,2.19,-71.600,4.79,0.296
14095,2,14095,36,0.383,0.492,0.492,40.874,11.981,32.540,0.11,0.39,0.8,-747.0,0.351,0.459,0.449,40.850,12.364,32.651,0.14,0.36,0.8,-747.0,5.282,91256.437,874.35,5.284,91255.85,873.792,-4518.473,0.2,2.112,-69.893,4.86,0.301
14135,2,14135,40,0.381,0.478,0.455,40.727,12.81,32.551,0.11,0.38,0.9,-747.0,0.279,0.459,0.305,40.368,11.999,32.680,0.8,0.34,0.6,-747.0,5.282,91257.820,874.13,5.284,91260.789,873.888,-4537.420,0.0,2.22,-71.672,4.79,0.279
14171,2,14171,36,0.377,0.486,0.449,40.663,12.81,32.525,0.10,0.37,0.9,-747.0,0.602,0.509,0.427,40.543,12.28,32.563,0.8,0.37,0.12,-747.0,5.280,91257.796,874.54,5.275,91258.398,874.92,-4553.698,0.1,1.960,-72.876,4.86,0.275
14208,2,14208,37,0.406,0.478,0.410,40.648,12.72,32.543,0.10,0.36,0.9,-747.0,0.380,0.516,0.305,40.704,11.970,32.607,0.11,0.35,0.8,-747.0,5.283,91258.453,873.974,5.294,91262.906,874.104,-4569.604,0.2,2.86,-70.452,4.86,0.251
14247,2,14247,39,0.391,0.505,0.386,40.567,12.151,32.662,0.9,0.37,0.9,-747.0,0.344,0.581,0.442,40.368,12.394,32.812,0.6,0.44,0.11,-747.0,5.284,91259.117,873.871,5.284,91258.398,873.479,-4585.138,0.2,2.115,-69.996,4.86,0.236
14284,2,14284,37,0.419,0.531,0.376,40.540,12.128,32.630,0.9,0.37,0.10,-747.0,0.488,0.588,0.399,40.719,12.247,32.490,0.12,0.34,0.11,-747.0,5.284,91259.984,873.912,5.284,91259.453,873.996,-4599.238,0.1,1.960,-73.15,4.79,0.230
14323,2,14323,39,0.440,0.496,0.386,40.488,12.113,32.703,0.9,0.37,0.10,-747.0,0.387,0.287,0.355,40.105,11.926,33.45,0.9,0.37,0.6,-747.0,5.282,91259.750,873.852,5.275,91259.593,873.587,-4614.101,0.1,2.63,-71.6,4.79,0.236
14360,2,14360,37,0.430,0.502,0.374,40.327,12.183,32.876,0.8,0.39,0.9,-747.0,0.552,0.538,0.370,39.739,12.379,33.425,0.3,0.46,0.8,-747.0,5.284,91261.101,873.773,5.284,91265.164,873.696,-4628.174,0.2,2.86,-70.653,4.86,0.229
14399,2,14399,39,0.423,0.493,0.414,40.321,12.259,32.917,0.8,0.37,0.9,-747.0,0.344,0.473,0.506,40.675,12.350,32.812,0.10,0.26,0.9,-747.0,5.282,91261.343,873.628,5.284,91264.101,873.383,-4643.568,0.3,2.168,-69.230,4.79,0.254
14437,2,14437,38,0.387,0.493,0.397,40.342,12.189,32.864,0.8,0.36,0.9,-747.0,0.165,0.581,0.355,40.470,12.43,32.548,0.8,0.39,0.11,-747.0,5.282,91262.273,873.732,5.280,91263.39,873.996,-4659.4,0.2,1.906,-74.328,4.86,0.243
14473,2,14473,36,0.367,0.472,0.417,40.277,12.171,32.966,0.8,0.37,0.8,-747.0,0.387,0.480,0.499,40.397,12.160,33.2,0.10,0.40,0.9,-747.0,5.282,91262.54,873.770,5.289,91258.398,874.188,-4673.680,0.1,1.962,-73.109,4.86,0.256
14524,2,14524,51,0.391,0.505,0.450,40.368,12.350,32.955,0.8,0.37,0.9,-747.0,0.509,0.452,0.521,40.558,12.817,32.987,0.11,0.36,0.9,-747.0,5.284,91263.890,873.847,5.284,91268.742,873.972,-4695.824,0.1,1.928,-73.745,4.86,0.276
14560,2,14560,36,0.368,0.496,0.472,40.602,12.309,32.844,0.10,0.37,0.10,-747.0,0.437,0.495,0.477,40.909,12.174,32.870,0.11,0.43,0.11,-747.0,5.282,91262.585,873.864,5.270,91258.664,873.779,-4712.437,0.0,1.983,-72.595,4.86,0.289
14600,2,14600,40,0.381,0.506,0.447,40.695,12.239,32.774,0.11,0.39,0.10,-747.0,0.409,0.524,0.384,41.142,11.999,32.461,0.15,0.37,0.10,-747.0,5.280,91260.601,874.3,5.275,91254.156,874.80,-4730.839,0.3,1.877,-74.668,4.79,0.274
14636,2,14636,36,0.416,0.478,0.465,40.704,12.332,32.738,0.12,0.40,0.9,-747.0,0.337,0.437,0.442,40.514,12.510,32.373,0.14,0.42,0.7,-747.0,5.278,91258.828,873.900,5.270,91254.156,873.479,-4747.272,0.2,2.115,-69.966,4.86,0.285
14675,2,14675,39,0.410,0.491,0.457,40.751,12.414,32.768,0.13,0.39,0.9,-747.0,0.358,0.545,0.463,40.631,12.569,33.148,0.11,0.39,0.6,-747.0,5.274,91259.992,873.777,5.270,91264.234,873.576,-4765.270,0.3,2.139,-69.623,4.86,0.280
14712,2,14712,37,0.389,0.493,0.430,40.833,12.326,32.715,0.12,0.40,0.9,-747.0,0.401,0.466,0.384,40.967,12.379,32.724,0.10,0.37,0.10,-747.0,5.272,91258.851,873.698,5.275,91263.39,873.576,-4781.707,0.2,2.85,-70.730,4.86,0.264
14751,2,14751,39,0.374,0.501,0.426,40.926,12.391,32.639,0.12,0.38,0.8,-747.0,0.366,0.531,0.456,41.376,12.496,32.490,0.12,0.36,0.8,-747.0,5.274,91259.515,873.761,5.280,91261.984,874.92,-4798.417,0.1,1.941,-73.569,4.86,0.261
14788,2,14788,37,0.383,0.491,0.444,40.985,12.508,32.636,0.11,0.38,0.8,-747.0,0.452,0.473,0.477,41.435,12.584,32.446,0.10,0.36,0.7,-747.0,5.274,91260.179,873.619,5.275,91257.468,873.371,-4814.536,0.3,2.165,-69.303,4.86,0.272
14825,2,14825,37,0.406,0.513,0.450,41.61,12.519,32.782,0.11,0.37,0.7,-747.0,0.452,0.552,0.470,40.894,12.569,33.104,0.11,0.37,0.3,-747.0,5.274,91261.289,873.780,5.270,91259.726,874.284,-4831.106,0.4,1.861,-75.242,4.86,0.276
14865,2,14865,40,0.396,0.508,0.436,41.178,12.405,32.671,0.11,0.36,0.7,-747.0,0.308,0.516,0.391,41.216,11.999,32.592,0.10,0.35,0.7,-747.0,5.276,91260.390,873.861,5.280,91259.726,873.984,-4848.847,0.2,1.924,-73.816,4.86,0.267
14901,2,14901,36,0.15,0.740,0.766,41.251,12.405,32.759,0.11,0.35,0.8,-747.0,-1.500,-1.629,-2.35,41.332,12.379,33.162,0.11,0.31,0.14,-747.0,5.276,91259.726,873.984,5.275,91259.726,874.188,-4870.500,0.3,1.890,-74.406,4.86,0.470
14940,2,14940,39,0.2,0.755,0.765,41.201,12.347,32.771,0.10,0.35,0.8,-747.0,0.272,0.602,0.449,41.128,12.204,32.548,0.9,0.34,0.8,-747.0,5.274,91259.726,873.921,5.270,91261.984,873.779,-4900.368,0.1,2.66,-70.877,4.86,0.469
