millis(),Current_state,Calculated_flight_time,Time_since_last_log,IMU_accel_X,IMU_accel_Y,IMU_accel_Z,IMU_mag_X,IMU_mag_Y,IMU_mag_Z,IMU_gyro_X,IMU_gyro_Y,IMU_gyro_Z,IMU_temp,Raw_IMU_accel_X,Raw_IMU_accel_Y,Raw_IMU_accel_Z,Raw_IMU_mag_X,Raw_IMU_mag_Y,Raw_IMU_mag_Z,Raw_IMU_gyro_X,Raw_IMU_gyro_Y,Raw_IMU_gyro_Z,Raw_IMU_temp,BARO_temp,BARO_press,BARO_alt,Raw_BARO_temp,Raw_BARO_press,Raw_BARO_alt,Velocity_inte,Velocity_diff,Velocity_est,Est_apogee,Battery_voltage,Z_accel_times_burnoutMass
1176830,7,23785,40,0.844,0.776,0.740,35.703,20.762,45.732,0.8,-1.117,-2.486,-619.0,0.64,-1.83,0.448,42.984,16.778,44.358,0.402,0.902,-2.413,-619.0,6.163,89570.375,1027.957,6.157,89576.390,1027.999,-103325.414,0.1,2.68,79.623,3.725,0.454
1176866,7,23821,36,0.597,0.990,0.702,39.146,18.930,44.446,0.180,-1.24,-2.455,-619.0,0.179,-1.177,0.254,45.162,13.490,41.157,0.577,0.617,-2.394,-619.0,6.160,89571.945,1027.688,6.152,89573.953,1027.375,-103299.437,0.7,2.367,84.925,3.731,0.430
1176905,7,23860,39,0.368,-1.102,0.666,42.323,16.197,43.978,0.366,0.841,-2.422,-619.0,0.215,-1.155,0.972,47.398,9.485,44.329,0.707,0.310,-2.362,-619.0,6.159,89573.960,1027.522,6.152,89577.257,1026.864,-103272.750,0.4,2.199,81.727,3.731,0.408
1176942,7,23897,37,0.239,-1.170,0.582,44.811,13.86,43.966,0.546,0.609,-2.386,-619.0,0.150,-1.270,0.505,47.705,6.591,43.598,0.837,0.103,-2.316,-619.0,6.156,89575.101,1027.500,6.157,89578.296,1027.583,-103249.640,0.0,2.22,78.256,3.731,0.357
1176981,7,23936,39,0.66,-1.181,0.492,46.156,9.918,42.943,0.697,0.396,-2.345,-619.0,0.279,-1.220,0.282,47.529,3.244,41.274,0.961,0.48,-2.240,-619.0,6.157,89577.109,1027.420,6.166,89579.687,1027.280,-103228.664,0.2,2.86,79.466,3.731,0.302
1177018,7,23973,37,0.24,-1.178,0.475,47.38,6.202,42.794,0.829,0.229,-2.288,-619.0,0.143,-1.69,0.361,47.398,-1.797,43.612,-1.64,0.67,-2.126,-619.0,6.159,89578.640,1027.129,6.166,89584.31,1026.545,-103210.757,0.7,2.410,85.116,3.731,0.291
1177055,7,24010,37,0.10,-1.134,0.631,47.456,2.396,42.768,0.952,0.135,-2.211,-619.0,0.7,0.954,1.36,47.252,-5.539,41.26,-1.193,0.148,-2.10,-619.0,6.161,89580.625,1026.925,6.162,89583.851,1026.353,-103190.273,0.5,2.256,82.198,3.731,0.387
1177094,7,24049,39,0.2,0.974,0.620,47.176,-1.318,41.911,-1.61,0.114,-2.127,-619.0,0.279,0.358,0.914,45.995,-9.90,40.46,-1.249,0.206,-1.941,-619.0,6.163,89582.851,1026.883,6.166,89588.367,1026.656,-103165.859,0.1,2.43,78.65,3.731,0.380
1177131,7,24086,37,0.28,0.742,0.692,46.860,-5.270,41.648,-1.123,0.123,-2.43,-619.0,0.279,0.107,0.864,46.126,-13.168,42.282,-1.147,0.144,-1.896,-619.0,6.165,89583.789,1026.743,6.166,89582.992,1026.881,-103141.578,0.3,2.163,80.276,3.731,0.424
1177171,7,24126,40,0.183,0.407,0.904,46.392,-9.207,41.131,-1.123,0.117,-1.969,-619.0,0.495,0.452,1.345,45.191,-16.442,38.687,0.963,0.21,-1.875,-619.0,6.166,89585.796,1026.580,6.171,89589.765,1026.465,-103109.640,0.4,2.194,80.712,3.731,0.554
1177207,7,24162,36,0.350,0.58,1.15,45.480,-12.999,40.470,-1.44,0.71,-1.918,-619.0,0.689,0.674,0.914,42.838,-20.754,40.309,0.671,0.161,-1.869,-619.0,6.167,89586.500,1026.439,6.171,89587.507,1025.842,-103075.85,0.3,2.163,79.975,3.686,0.622
1177438,7,24393,231,0.429,0.35,0.949,40.798,-17.436,40.631,0.836,0.145,-1.875,-619.0,0.401,0.480,0.706,23.838,-27.725,41.829,0.153,0.941,-1.794,-619.0,6.169,89590.226,1026.183,6.171,89602.476,1025.72,-102848.218,0.1,2.344,83.34,3.706,0.582
1178846,7,25801,1408,0.323,0.110,0.633,35.749,-8.266,40.198,0.627,0.174,-1.895,-619.0,0.251,-1.91,0.664,20.754,36.758,37.883,0.201,0.63,-2.40,-619.0,6.155,89606.734,1024.586,6.97,89670.914,1018.668,-101734.265,0.1,0.673,30.24,3.712,0.388
1178890,7,25845,44,0.212,0.219,0.506,31.408,1.429,39.716,0.501,0.183,-1.920,-619.0,0.272,0.653,0.232,24.422,35.311,39.871,0.518,0.99,-2.25,-619.0,6.134,89624.898,1022.975,6.60,89673.859,1018.828,-101709.179,0.36,0.637,26.201,3.718,0.310
1178926,7,25881,36,0.14,0.370,0.357,27.778,11.704,40.96,0.439,0.148,-1.947,-619.0,0.495,0.301,0.598,27.38,34.931,40.587,0.651,0.197,-2.9,-619.0,6.115,89641.406,1021.515,6.78,89672.289,1019.164,-101693.617,0.40,-1.172,49.883,3.725,0.219
1178966,7,25921,40,0.160,0.535,0.255,25.156,22.519,39.690,0.430,0.72,-1.979,-619.0,0.186,0.150,0.404,29.728,33.323,38.278,0.626,0.220,-2.26,-619.0,6.100,89659.23,1020.80,6.97,89675.593,1018.669,-101681.351,0.35,-1.301,52.790,3.725,0.156
1179002,7,25957,36,0.274,0.381,0.116,26.705,34.314,39.549,0.499,0.147,-2.31,-619.0,0.165,0.287,0.10,31.584,31.248,41.128,0.496,0.158,-2.53,-619.0,6.89,89673.781,1018.659,6.115,89676.281,1017.967,-101674.656,0.39,-1.374,53.631,3.731,0.71
1179041,7,25996,39,0.215,0.2,0.271,29.488,32.890,39.792,0.490,0.148,-2.45,-619.0,0.43,0.832,0.110,34.668,29.640,39.96,0.158,0.68,-2.112,-619.0,6.95,89675.765,1018.666,6.125,89680.796,1018.701,-101667.93,0.0,1.993,68.947,3.731,0.166
1179078,7,26033,37,0.107,0.256,0.333,31.815,31.482,39.652,0.336,0.113,-2.75,-619.0,0.265,0.617,0.541,36.56,28.266,39.169,0.249,0.78,-2.175,-619.0,6.109,89676.421,1018.478,6.129,89677.140,1017.887,-101655.906,0.5,2.231,73.408,3.731,0.204
1179117,7,26072,39,0.103,0.410,0.244,34.83,30.108,39.760,0.78,0.27,-2.120,-619.0,0.559,0.466,0.153,38.380,28.61,41.128,0.638,0.231,-2.233,-619.0,6.121,89677.835,1018.286,6.138,89679.398,1018.207,-101644.648,0.4,2.236,73.305,3.731,0.149
1179154,7,26109,37,0.182,0.472,0.102,36.65,28.906,39.926,0.241,0.79,-2.167,-619.0,0.208,0.157,0.305,39.637,27.316,39.111,0.974,0.315,-2.264,-619.0,6.131,89680.656,1018.194,6.148,89689.648,1018.207,-101638.242,0.2,2.101,70.651,3.725,0.62
1179191,7,26146,37,0.274,0.265,0.192,37.959,28.94,39.251,0.558,0.188,-2.208,-619.0,0.294,0.746,0.462,41.55,27.185,37.752,1.89,0.384,-2.256,-619.0,6.137,89681.937,1018.223,6.143,89682.703,1018.111,-101632.796,0.0,1.971,68.51,3.731,0.118
1179230,7,26185,39,0.384,0.261,0.275,39.467,27.643,39.245,0.760,0.288,-2.221,-619.0,0.595,-1.801,0.526,42.209,27.389,39.67,0.850,0.432,-2.178,-619.0,6.140,89682.523,1018.22,6.143,89683.742,1017.696,-101623.664,0.5,2.251,73.309,3.725,0.169
1179267,7,26222,37,0.407,0.822,0.245,40.938,27.170,38.921,0.804,0.364,-2.202,-619.0,0.380,-2.189,0.390,43.408,25.898,37.547,0.468,0.456,-2.80,-619.0,6.145,89684.296,1017.820,6.152,89686.0,1016.882,-101614.15,0.5,2.251,73.115,3.731,0.150
1179306,7,26261,39,0.386,-1.381,0.219,42.154,26.501,38.705,0.677,0.424,-2.147,-619.0,0.452,-2.325,0.24,44.460,24.714,40.46,0.6,0.532,-1.958,-619.0,6.149,89687.179,1017.514,6.157,89693.812,1016.674,-101604.937,0.7,2.441,76.147,3.731,0.134
1179343,7,26298,37,0.426,-1.807,0.195,43.273,25.615,38.781,0.400,0.482,-2.66,-619.0,0.409,-1.974,0.427,45.235,22.888,39.491,0.414,0.608,-1.860,-619.0,6.150,89686.875,1017.393,6.152,89688.85,1017.601,-101597.257,0.3,2.137,70.551,3.731,0.119
1179383,7,26338,40,0.437,-1.862,0.51,44.142,24.68,38.991,0.40,0.549,-1.969,-619.0,0.351,-1.19,0.255,45.396,19.453,38.804,0.707,0.718,-1.767,-619.0,6.150,89687.984,1017.272,6.148,89688.257,1017.505,-101592.312,0.3,2.137,70.429,3.731,0.31
1179431,7,26386,48,0.297,-1.517,0.209,44.539,21.657,39.959,0.265,0.619,-1.872,-619.0,0.107,0.78,0.779,44.197,15.331,43.905,0.679,0.779,-1.695,-619.0,6.152,89689.125,1017.64,6.152,89689.476,1016.659,-101596.101,0.4,2.261,72.544,3.725,0.128
1179470,7,26425,39,0.186,-1.10,0.407,44.454,19.44,41.373,0.447,0.667,-1.789,-619.0,0.172,0.344,0.600,42.984,12.832,44.621,0.442,0.698,-1.666,-619.0,6.150,89690.273,1017.39,6.143,89691.734,1016.754,-101608.132,0.0,2.26,67.989,3.725,0.250
1179506,7,26461,36,0.43,0.426,0.607,44.109,16.337,41.978,0.467,0.667,-1.732,-619.0,0.265,0.595,0.973,42.736,11.180,43.72,0.94,0.532,-1.671,-619.0,6.150,89690.62,1017.58,6.152,89692.773,1016.771,-101626.398,0.0,1.981,67.82,3.725,0.372
1179545,7,26500,39,0.45,0.67,0.648,43.642,13.650,43.256,0.327,0.623,-1.694,-619.0,0.35,0.495,0.635,42.896,9.456,45.878,0.285,0.390,-1.671,-619.0,6.150,89691.421,1016.892,6.152,89694.859,1016.771,-101650.890,0.4,2.198,71.212,3.731,0.397
1179582,7,26537,37,0.35,0.221,0.668,43.37,11.575,44.606,0.89,0.528,-1.673,-619.0,0.401,0.251,0.355,42.370,9.76,45.556,0.484,0.240,-1.660,-619.0,6.150,89693.640,1016.582,6.152,89699.375,1015.956,-101675.265,0.8,2.448,75.337,3.731,0.410
1179621,7,26576,39,0.21,0.132,0.456,42.759,10.283,44.598,0.145,0.406,-1.658,-619.0,0.179,0.524,0.282,42.809,8.871,43.861,0.494,0.170,-1.623,-619.0,6.152,89696.773,1016.397,6.162,89705.109,1015.732,-101697.210,0.4,2.227,71.255,3.731,0.279
1179658,7,26613,37,0.127,0.180,0.205,42.706,9.295,44.907,0.315,0.315,-1.644,-619.0,0.358,-1.220,0.656,42.721,7.892,46.170,0.407,0.244,-1.597,-619.0,6.155,89699.406,1016.260,6.157,89704.929,1016.69,-101709.453,0.3,2.158,69.828,3.738,0.125
1179695,7,26650,37,0.325,0.528,0.20,42.434,8.567,45.109,0.365,0.281,-1.623,-619.0,0.725,-1.141,0.153,41.376,7.541,44.80,0.155,0.361,-1.564,-619.0,6.156,89701.640,1016.59,6.157,89703.890,1015.765,-101712.875,0.5,2.251,71.367,3.731,0.12
1179734,7,26689,39,0.450,0.781,0.242,42.52,7.915,44.659,0.290,0.304,-1.590,-619.0,0.588,0.768,0.476,40.982,6.197,43.627,0.89,0.503,-1.507,-619.0,6.160,89703.890,1015.851,6.171,89706.148,1015.732,-101707.750,0.5,2.262,71.349,3.731,0.148
1179771,7,26726,37,0.489,0.861,0.373,41.540,6.968,44.758,0.145,0.383,-1.554,-619.0,0.595,0.653,0.297,39.812,4.340,46.53,0.238,0.638,-1.478,-619.0,6.161,89704.351,1015.828,6.157,89701.632,1015.845,-101696.351,0.0,2.22,66.723,3.731,0.228
1179810,7,26765,39,0.498,0.858,0.308,40.777,5.779,45.103,0.20,0.479,-1.520,-619.0,0.222,0.509,0.40,38.994,2.923,45.586,0.338,0.646,-1.453,-619.0,6.160,89705.453,1015.666,6.157,89710.664,1014.919,-101683.46,0.4,2.193,69.906,3.731,0.189
1179847,7,26802,37,0.417,0.584,0.254,39.883,4.241,45.399,0.167,0.537,-1.487,-619.0,0.43,0.150,0.383,38.249,0.204,47.646,0.323,0.536,-1.431,-619.0,6.159,89706.109,1015.481,6.152,89708.226,1015.143,-101672.632,0.5,2.227,70.343,3.738,0.155
1179887,7,26842,40,0.242,0.304,0.373,39.0,2.616,46.126,0.233,0.531,-1.462,-619.0,0.150,0.258,0.749,36.962,0.584,47.719,0.179,0.332,-1.438,-619.0,6.159,89707.257,1015.334,6.157,89709.625,1015.30,-101660.78,0.3,2.172,69.165,3.725,0.228
1179929,7,26884,42,0.73,0.150,0.303,38.41,0.809,47.176,0.219,0.428,-1.449,-619.0,0.258,0.0,0.124,36.188,-2.835,48.874,0.19,0.10,-1.445,-619.0,6.157,89708.609,1015.152,6.162,89712.921,1014.823,-101645.875,0.4,2.222,69.924,3.718,0.185
1179968,7,26923,39,0.33,0.18,0.346,37.287,0.695,47.199,0.162,0.249,-1.442,-619.0,0.64,0.7,0.512,36.42,-3.186,46.170,0.47,0.260,-1.441,-619.0,6.156,89711.109,1014.967,6.152,89714.140,1014.919,-101633.218,0.4,2.226,69.828,3.718,0.212
1180004,7,26959,36,0.14,0.45,0.300,36.980,-2.40,47.293,0.82,0.34,-1.438,-619.0,0.459,0.186,0.269,37.459,-3.800,46.53,0.62,0.426,-1.435,-619.0,6.157,89713.132,1014.887,6.162,89720.734,1014.520,-101621.585,0.2,2.86,67.73,3.718,0.184
1180044,7,26999,40,0.100,0.51,0.275,36.810,-3.78,47.386,0.24,0.168,-1.433,-619.0,0.387,0.337,0.261,37.401,-4.983,48.114,0.32,0.476,-1.405,-619.0,6.157,89716.328,1014.801,6.152,89724.210,1014.712,-101610.70,0.2,2.94,67.136,3.718,0.169
1180080,7,27035,36,0.360,0.146,0.47,36.933,-4.174,47.44,0.16,0.296,-1.424,-619.0,-1.148,0.215,0.865,37.576,-6.65,46.9,0.138,0.310,-1.394,-619.0,6.157,89716.984,1014.718,6.157,89712.921,1014.615,-101605.960,0.2,2.90,66.981,3.718,0.28
1180117,7,27072,37,0.657,0.172,0.192,37.211,-4.998,46.430,0.50,0.301,-1.413,-619.0,-1.227,0.129,0.600,37.576,-6.957,45.805,0.190,0.32,-1.388,-619.0,6.157,89718.546,1014.718,6.162,89720.734,1014.823,-101610.390,0.0,2.0,65.160,3.718,0.117
1180157,7,27112,40,0.914,0.219,0.406,37.190,-6.106,46.767,0.106,0.191,-1.403,-619.0,-1.349,0.229,0.556,35.939,-8.725,47.851,0.233,0.285,-1.394,-619.0,6.159,89720.328,1014.593,6.162,89723.0,1014.297,-101622.359,0.3,2.142,67.865,3.718,0.249
1180193,7,27148,36,0.963,0.143,0.285,36.746,-7.258,46.702,0.156,0.12,-1.398,-619.0,0.703,0.193,0.333,35.238,-9.558,45.732,0.186,0.594,-1.407,-619.0,6.159,89721.890,1014.383,6.162,89728.554,1013.466,-101634.812,0.5,2.267,69.987,3.718,0.175
1180232,7,27187,39,-1.7,0.116,0.345,35.743,-8.535,46.702,0.183,0.264,-1.404,-619.0,0.610,0.200,0.40,32.388,-11.370,48.114,0.168,0.784,-1.435,-619.0,6.162,89722.765,1014.194,6.166,89728.554,1013.770,-101647.125,0.4,2.232,69.162,3.718,0.212
1180269,7,27224,37,0.753,0.81,0.24,34.405,-9.713,47.56,0.188,0.464,-1.411,-619.0,0.122,0.43,0.742,30.882,-11.955,47.778,0.163,0.692,-1.433,-619.0,6.162,89725.460,1013.968,6.157,89726.468,1013.483,-101653.976,0.6,2.292,70.39,3.718,0.14
1180308,7,27263,39,0.412,0.103,0.247,32.730,-10.923,47.114,0.193,0.559,-1.417,-619.0,0.480,0.236,0.756,29.201,-13.7,46.97,0.215,0.440,-1.414,-619.0,6.162,89726.164,1013.821,6.162,89724.210,1014.89,-101649.632,0.3,2.172,67.667,3.718,0.151
1180345,7,27300,37,0.10,0.166,0.406,30.958,-11.984,47.126,0.215,0.508,-1.407,-619.0,0.660,0.545,0.239,27.82,-14.30,47.909,0.340,0.28,-1.348,-619.0,6.161,89728.421,1013.594,6.157,89734.289,1013.164,-101637.546,0.6,2.293,69.675,3.712,0.249
1180384,7,27339,39,0.315,0.215,0.272,29.199,-13.145,47.126,0.284,0.309,-1.378,-619.0,0.926,0.50,0.334,26.439,-15.361,45.732,0.533,0.396,-1.261,-619.0,6.162,89728.906,1013.511,6.166,89730.984,1013.52,-101624.304,0.2,2.90,65.784,3.718,0.167
1180421,7,27376,37,0.519,0.157,0.97,28.97,-14.267,46.486,0.373,0.27,-1.333,-619.0,0.409,0.86,0.915,26.878,-16.983,44.913,0.615,0.629,-1.211,-619.0,6.162,89729.601,1013.246,6.166,89732.31,1012.445,-101617.445,0.7,2.360,70.521,3.718,0.59
1180472,7,27427,51,0.338,0.11,0.367,27.334,-15.703,46.369,0.457,0.249,-1.285,-619.0,0.782,0.689,-1.583,27.68,-19.131,47.193,0.582,0.689,-1.189,-619.0,6.163,89731.398,1013.74,6.162,89735.507,1012.621,-101624.320,0.3,2.208,67.606,3.712,0.225
1180508,7,27463,36,0.8,0.272,0.790,26.927,-17.68,46.369,0.493,0.433,-1.238,-619.0,-1.170,1.184,-1.360,27.170,-19.833,46.97,0.394,0.481,-1.183,-619.0,6.162,89734.570,1012.723,6.157,89740.23,1012.334,-101645.171,0.9,2.540,73.32,3.718,0.485
1180548,7,27503,40,0.436,0.631,-1.42,26.924,-18.339,45.451,0.436,0.461,-1.207,-619.0,-1.564,1.249,-1.16,27.68,-20.388,43.320,0.58,0.113,-1.193,-619.0,6.162,89736.164,1012.618,6.157,89742.281,1012.637,-101681.835,0.2,2.117,65.435,3.725,0.639
1180584,7,27539,36,0.936,0.826,-1.178,26.676,-19.453,45.562,0.284,0.328,-1.194,-619.0,-1.572,0.926,-1.16,25.197,-20.929,46.287,0.226,0.271,-1.194,-619.0,6.160,89738.210,1012.493,6.157,89741.234,1012.429,-101721.812,0.3,2.142,65.780,3.718,0.722
1180623,7,27578,39,-1.210,0.946,-1.190,26.83,-20.143,45.410,0.80,0.76,-1.192,-619.0,0.961,0.681,0.973,23.911,-20.432,44.153,0.404,0.630,-1.199,-619.0,6.158,89741.375,1012.513,6.157,89747.835,1012.541,-101768.0,0.0,1.981,62.588,3.718,0.729
1180660,7,27615,37,-1.181,0.831,0.961,25.1,-20.233,44.855,0.134,0.224,-1.191,-619.0,0.638,0.114,0.442,21.660,-19.584,44.416,0.492,0.817,-1.183,-619.0,6.157,89743.187,1012.394,6.157,89744.539,1012.31,-101807.812,0.3,2.133,65.530,3.718,0.589
1180697,7,27652,37,0.936,0.492,0.838,23.326,-20.58,45.36,0.286,0.490,-1.191,-619.0,0.57,0.509,0.743,18.795,-18.956,47.3,0.365,0.844,-1.184,-619.0,6.158,89743.843,1012.251,6.162,89743.320,1011.616,-101841.117,0.3,2.167,66.34,3.718,0.514
1180737,7,27692,40,0.498,0.73,0.801,21.318,-19.605,45.372,0.300,0.655,-1.187,-619.0,0.624,0.847,0.829,17.27,-18.123,45.1,0.14,0.713,-1.176,-619.0,6.159,89743.390,1012.85,6.162,89740.23,1011.807,-101873.906,0.4,2.198,66.457,3.712,0.491
1180773,7,27728,36,0.66,0.262,0.855,19.146,-19.222,45.103,0.189,0.701,-1.184,-619.0,0.588,0.753,-1.289,14.337,-19.14,44.943,0.331,0.500,-1.179,-619.0,6.160,89744.468,1011.983,6.162,89746.617,1011.919,-101903.726,0.2,2.113,64.726,3.718,0.524
1180812,7,27767,39,0.176,0.482,-1.16,17.68,-18.895,45.565,0.32,0.630,-1.183,-619.0,0.251,0.416,-1.777,13.519,-18.795,46.463,0.701,0.277,-1.193,-619.0,6.161,89744.218,1011.983,6.162,89746.617,1012.541,-101940.226,0.0,1.999,62.449,3.718,0.623
1180849,7,27804,37,0.400,0.430,-1.280,15.92,-19.20,45.372,0.303,0.492,-1.195,-619.0,0.480,0.373,-1.762,11.780,-20.213,43.452,0.866,0.123,-1.244,-619.0,6.163,89745.335,1011.881,6.166,89750.93,1011.521,-101982.718,0.2,2.113,64.624,3.718,0.785
1180889,7,27844,40,0.462,0.66,-1.259,13.443,-19.359,44.890,0.520,0.321,-1.220,-619.0,0.366,1.313,0.635,10.552,-20.651,44.592,0.718,0.10,-1.307,-619.0,6.163,89746.695,1011.961,6.162,89750.93,1012.14,-102033.507,0.1,1.926,60.882,3.725,0.772
1180926,7,27881,37,0.274,0.414,-1.213,11.765,-19.807,44.691,0.590,0.163,-1.264,-619.0,0.315,1.557,0.600,8.637,-20.359,44.7,0.337,0.72,-1.397,-619.0,6.163,89748.703,1011.964,6.162,89750.93,1011.823,-102079.242,0.0,1.996,62.372,3.725,0.743
1180977,7,27932,51,0.155,0.944,0.961,10.391,-20.81,44.106,0.477,0.71,-1.331,-619.0,0.7,1.895,0.32,7.468,-20.388,42.19,0.234,0.38,-1.514,-619.0,6.163,89750.796,1011.855,6.162,89757.46,1011.376,-102134.703,0.2,2.121,64.764,3.731,0.589
1181013,7,27968,36,0.63,1.299,0.714,8.915,-20.233,43.767,0.206,0.42,-1.407,-619.0,0.208,1.356,0.542,6.138,-19.555,44.767,0.653,0.132,-1.576,-619.0,6.161,89753.78,1011.520,6.152,89758.85,1010.866,-102164.882,0.9,2.503,71.246,3.731,0.438
1181053,7,28008,40,0.40,1.312,0.459,7.392,-19.503,43.639,0.134,0.61,-1.480,-619.0,0.35,0.437,0.485,4.165,-16.559,42.809,0.839,0.220,-1.608,-619.0,6.158,89754.226,1011.411,6.152,89755.828,1010.978,-102188.367,0.2,2.121,64.327,3.725,0.281
1181089,7,28044,36,0.436,0.999,0.452,5.974,-18.243,43.262,0.425,0.126,-1.538,-619.0,-1.615,0.251,0.600,3.463,-14.352,42.706,0.737,0.311,-1.597,-619.0,6.156,89757.390,1011.121,6.152,89765.906,1010.563,-102204.773,0.8,2.408,69.260,3.731,0.277
1181128,7,28083,39,0.404,0.528,0.513,4.674,-16.691,43.624,0.574,0.211,-1.570,-619.0,0.157,0.796,0.908,2.133,-12.598,45.819,0.409,0.354,-1.555,-619.0,6.155,89759.234,1011.16,6.157,89759.304,1011.296,-102223.609,0.2,2.117,63.859,3.731,0.315
1181165,7,28120,37,0.360,0.93,0.707,3.66,-14.679,43.878,0.516,0.268,-1.571,-619.0,0.215,-1.213,-1.2,0.570,-10.333,43.291,0.55,0.321,-1.521,-619.0,6.156,89761.7,1010.792,6.166,89765.906,1010.260,-102246.210,0.6,2.287,66.803,3.731,0.434
1181204,7,28159,39,0.218,0.554,0.806,1.525,-12.803,43.975,0.275,0.291,-1.554,-619.0,0.502,0.947,-1.37,-1.563,-10.172,45.249,0.553,0.248,-1.488,-619.0,6.158,89761.460,1010.671,6.162,89760.343,1010.260,-102275.742,0.3,2.137,63.903,3.725,0.494
1181241,7,28196,37,0.30,0.681,0.966,0.230,-11.520,44.416,0.62,0.262,-1.528,-619.0,1.205,0.200,-1.281,-2.309,-10.143,45.16,0.851,0.77,-1.482,-619.0,6.160,89762.156,1010.528,6.162,89759.304,1010.260,-102308.539,0.3,2.167,64.327,3.731,0.592
1181278,7,28233,37,0.503,0.565,-1.52,-1.64,-10.707,44.294,0.396,0.171,-1.503,-619.0,0.753,0.330,-1.30,-3.10,-10.289,42.92,0.930,0.145,-1.472,-619.0,6.161,89762.812,1010.403,6.157,89769.203,1009.940,-102345.882,0.3,2.142,63.715,3.731,0.645
1181317,7,28272,39,0.847,0.147,0.892,-2.174,-10.213,44.1,0.627,0.19,-1.489,-619.0,1.557,1.292,0.111,-3.420,-10.128,44.358,0.744,0.403,-1.482,-619.0,6.162,89764.375,1010.72,6.162,89767.117,1009.638,-102383.812,0.8,2.496,69.684,3.731,0.547
1181354,7,28309,37,0.999,0.486,0.749,-2.858,-10.143,44.98,0.687,0.184,-1.489,-619.0,0.976,1.959,0.284,-3.990,-9.982,43.773,0.358,0.701,-1.522,-619.0,6.161,89765.70,1009.864,6.162,89769.375,1009.223,-102414.195,0.5,2.261,65.416,3.725,0.459
1181394,7,28349,40,0.971,1.46,0.608,-3.139,-9.748,43.437,0.551,0.384,-1.509,-619.0,0.366,1.852,0.334,-2.966,-8.199,41.946,0.125,0.751,-1.586,-619.0,6.160,89767.750,1009.759,6.157,89773.718,1009.733,-102441.351,0.2,2.117,62.606,3.731,0.373
1181430,7,28385,36,0.646,1.399,0.409,-3.174,-8.997,43.472,0.269,0.533,-1.544,-619.0,0.423,1.564,0.284,-2.484,-6.387,45.191,0.561,0.667,-1.656,-619.0,6.161,89771.984,1009.695,6.166,89780.492,1009.940,-102459.671,0.1,2.68,61.572,3.731,0.250
1181481,7,28436,51,0.317,1.402,0.423,-2.832,-7.559,44.372,0.89,0.560,-1.595,-619.0,0.890,0.344,-1.102,-1.300,-3.98,46.594,0.862,0.280,-1.729,-619.0,6.163,89774.273,1009.462,6.166,89780.671,1008.776,-102480.898,0.4,2.303,65.777,3.725,0.259
1181517,7,28472,36,0.159,1.129,0.651,-2.508,-5.445,44.218,0.409,0.470,-1.650,-619.0,0.825,0.71,-1.253,-1.797,0.438,43.583,0.855,0.46,-1.758,-619.0,6.162,89777.437,1009.251,6.157,89782.929,1008.584,-102500.250,0.5,2.266,64.909,3.731,0.399
1181557,7,28512,40,0.366,0.588,0.826,-2.92,-2.680,44.779,0.624,0.253,-1.700,-619.0,0.57,0.746,-1.159,-1.914,3.843,46.579,0.717,0.386,-1.772,-619.0,6.160,89779.695,1009.146,6.152,89780.671,1008.696,-102529.820,0.2,2.117,62.3,3.731,0.507
1181593,7,28548,36,0.343,0.84,0.933,-1.967,0.134,45.533,0.680,0.6,-1.744,-619.0,0.480,-1.514,0.865,-2.338,5.875,45.717,0.407,0.549,-1.805,-619.0,6.160,89780.421,1008.894,6.157,89777.367,1008.473,-102561.500,0.7,2.337,65.808,3.725,0.572
1181632,7,28587,39,0.37,0.690,0.930,-2.69,3.110,45.48,0.559,0.250,-1.777,-619.0,1.105,-1.464,0.269,-2.996,8.491,42.765,0.47,0.551,-1.824,-619.0,6.159,89781.578,1008.502,6.162,89786.226,1007.979,-102597.835,0.10,2.645,70.518,3.738,0.570
1181669,7,28624,37,0.364,-1.35,0.621,-2.496,5.603,44.764,0.281,0.382,-1.796,-619.0,1.119,-1.378,0.440,-3.434,9.368,45.176,0.526,0.378,-1.822,-619.0,6.156,89782.687,1008.365,6.152,89786.226,1008.90,-102626.546,0.3,2.159,62.23,3.680,0.381
1181901,7,28856,232,0.455,0.779,0.360,-1.531,8.85,45.27,0.170,0.325,-1.843,-619.0,0.373,1.205,0.53,3.25,12.847,44.899,0.299,0.240,-1.994,-619.0,6.157,89784.796,1008.52,6.162,89793.523,1007.21,-102740.437,0.1,2.454,66.996,3.706,0.220
1181938,7,28893,37,0.390,0.508,0.123,0.482,10.225,44.542,0.168,0.264,-1.888,-619.0,0.380,0.610,0.24,3.332,14.542,44.153,0.708,0.82,-1.995,-619.0,6.144,89789.320,1007.803,6.87,89803.250,1007.453,-102749.382,0.6,2.330,64.620,3.712,0.75
1182496,7,29451,558,0.189,0.519,0.284,5.59,15.217,43.563,0.148,0.268,-1.870,-619.0,0.524,-1.572,-1.669,25.372,30.838,40.821,0.310,0.573,-1.715,-619.0,6.134,89797.859,1007.108,6.106,89820.93,1004.998,-102863.85,0.1,4.280,88.937,3.706,0.174
1182865,7,29820,369,0.139,0.30,0.219,12.318,17.120,44.153,0.257,0.9,-1.762,-619.0,0.538,0.983,0.53,33.294,18.6,45.717,0.493,0.745,-1.286,-619.0,6.113,89808.7,1006.139,6.60,89836.937,1003.132,-102956.23,0.2,33.637,172.764,3.706,0.134
