millis(),currentState,calculatedFlightTime,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude,orientation.actual.roll,orientation.actual.pitch,orientation.actual.yaw
1590695,2,1590695,0.33,9.98,0.16,0.4,0.-9,0.-8,8.81,11.42,92540.68,758.15,148.4,18.41,-68.-2
1590741,2,1590741,0.28,10.4,0.14,0.4,0.-9,0.-8,8.81,11.42,92538.55,758.84,143.22,12.51,-67.-28
1590787,2,1590787,0.24,10.1,0.10,0.4,0.-9,0.-8,8.87,11.42,92546.25,758.35,143.22,12.51,-67.-28
1590833,2,1590833,0.6,10.1,0.28,0.4,0.-8,0.-9,8.87,11.42,92540.75,758.34,137.86,7.9,-66.-10
1590876,2,1590876,0.0,10.3,0.24,0.4,0.-9,0.-9,8.81,11.42,92540.80,758.25,137.86,7.9,-66.-10
1590922,2,1590922,0.15,10.4,0.22,0.3,0.-8,0.-8,8.87,11.42,92542.93,758.64,132.78,1.85,-64.-37
1590968,2,1590968,0.18,10.0,0.19,0.4,0.-8,0.-8,8.81,11.43,92540.75,758.35,132.78,1.85,-64.-37
1591014,2,1591014,0.21,10.0,0.23,0.4,0.-9,0.-9,8.81,11.42,92545.7,758.74,127.41,-4.-14,-62.-10
1591060,2,1591060,0.41,10.0,0.11,0.4,0.-9,0.-8,8.81,11.43,92536.36,758.25,127.41,-4.-14,-62.-10
1591103,2,1591103,0.35,10.3,0.10,0.4,0.-10,0.-8,8.75,11.44,92543.94,758.25,122.5,-9.-34,-59.-17
1591149,2,1591149,0.20,10.1,0.18,0.3,0.-9,0.-9,8.81,11.43,92538.50,758.54,122.5,-9.-34,-59.-17
1591195,2,1591195,0.7,9.94,0.27,0.4,0.-9,0.-9,8.81,11.43,92542.88,758.55,116.10,-14.-18,-55.-92
1591241,2,1591241,0.12,9.95,0.29,0.4,0.-9,0.-8,8.81,11.43,92541.81,758.15,116.10,-14.-18,-55.-92
1591287,2,1591287,0.9,9.95,0.22,0.4,0.-8,0.-8,8.87,11.43,92536.36,758.25,109.85,-18.-56,-52.-28
1591335,2,1591335,0.21,9.97,0.18,0.4,0.-9,0.-8,8.81,11.43,92547.26,758.45,109.85,-18.-56,-52.-28
1591382,2,1591382,0.19,10.0,0.17,0.4,0.-9,0.-9,8.87,11.42,92547.26,758.25,102.46,-23.-8,-47.-45
1591428,2,1591428,0.28,10.3,0.17,0.4,0.-8,0.-9,8.81,11.43,92537.42,758.35,102.46,-23.-8,-47.-45
1591474,2,1591474,0.24,9.97,0.11,0.4,0.-9,0.-9,8.75,11.43,92536.36,758.35,94.88,-26.-42,-41.-97
1591520,2,1591520,0.22,10.2,0.13,0.3,0.-9,0.-8,8.81,11.43,92546.19,758.44,94.88,-26.-42,-41.-97
1591566,2,1591566,0.13,9.99,0.29,0.4,0.-9,0.-9,8.81,11.43,92545.13,758.44,86.78,-29.-19,-35.-98
1591609,2,1591609,0.26,9.98,0.11,0.4,0.-9,0.-8,8.81,11.42,92541.81,758.15,86.78,-29.-19,-35.-98
1591655,2,1591655,0.20,9.96,0.24,0.4,0.-9,0.-8,8.81,11.42,92536.30,758.45,78.72,-31.-13,-29.-77
1591701,2,1591701,0.25,9.99,0.18,0.4,0.-9,0.-8,8.75,11.43,92540.80,758.25,78.72,-31.-13,-29.-77
1591747,2,1591747,0.20,9.97,0.24,0.4,0.-9,0.-9,8.81,11.42,92542.93,757.95,69.65,-32.-39,-22.-75
1591793,2,1591793,0.33,10.4,0.5,0.4,0.-9,0.-8,8.87,11.42,92537.42,758.15,69.65,-32.-39,-22.-75
1591836,2,1591836,0.31,10.5,0.11,0.4,0.-8,0.-8,8.81,11.44,92541.75,758.94,61.16,-32.-69,-16.-14
1591882,2,1591882,0.34,10.2,0.16,0.4,0.-10,0.-8,8.87,11.43,92540.75,757.95,61.16,-32.-69,-16.-14
1591928,2,1591928,0.27,10.1,0.9,0.4,0.-10,0.-8,8.81,11.43,92536.36,757.96,52.29,-31.-77,-8.-69
1591974,2,1591974,0.26,9.96,0.34,0.3,0.-8,0.-8,8.87,11.42,92535.24,758.15,52.29,-31.-77,-8.-69
1592020,2,1592020,0.30,9.97,0.16,0.4,0.-9,0.-8,8.87,11.44,92542.88,758.45,43.96,-30.-10,-1.-73
1592066,2,1592068,0.27,10.1,0.27,0.4,0.-9,0.-8,8.87,11.42,92538.55,758.45,43.96,-30.-10,-1.-73
1592109,2,1592109,0.8,9.93,0.22,0.4,0.-8,0.-9,8.81,11.42,92550.57,759.13,35.33,-28.-16,4.51
1592155,2,1592155,0.7,9.98,0.22,0.4,0.-9,0.-9,8.81,11.42,92540.68,758.35,35.33,-28.-16,4.51
1592201,2,1592201,0.23,9.99,0.15,0.4,0.-8,0.-9,8.75,11.42,92542.93,758.35,27.41,-25.-57,9.61
1592247,2,1592247,0.1,10.3,0.25,0.4,0.-10,0.-8,8.87,11.42,92542.88,758.74,27.41,-25.-57,9.61
1592293,2,1592293,0.20,9.98,0.5,0.4,0.-9,0.-9,8.81,11.42,92534.17,758.54,20.6,-21.-70,14.85
1592336,2,1592336,0.17,10.6,0.24,0.4,0.-10,0.-8,8.87,11.42,92542.93,758.34,20.6,-21.-70,14.85
1592383,2,1592383,0.46,9.98,0.4,0.4,0.-8,0.-8,8.87,11.42,92544.6,758.6,14.13,-17.-59,19.5
1592429,2,1592429,0.20,10.1,0.20,0.4,0.-9,0.-8,8.87,11.43,92536.36,757.85,14.13,-17.-59,19.5
1592475,2,1592475,0.42,9.99,0.16,0.4,0.-10,0.-9,8.81,11.43,92541.81,758.55,7.66,-12.-60,22.98
1592521,2,1592521,0.11,10.0,0.15,0.4,0.-8,0.-9,8.81,11.42,92539.67,758.54,7.66,-12.-60,22.98
1592567,2,1592569,0.32,10.0,0.20,0.4,0.-8,0.-8,8.81,11.42,92535.24,757.95,1.85,-7.-86,26.25
1592610,2,1592610,0.8,10.0,0.18,0.4,0.-9,0.-9,8.81,11.42,92542.93,758.44,1.85,-7.-86,26.25
1592656,2,1592656,0.29,9.98,0.20,0.4,0.-9,0.-8,8.75,11.42,92542.93,758.64,-3.-11,-2.-41,28.86
1592702,2,1592702,0.20,10.1,0.4,0.4,0.-9,0.-8,8.81,11.43,92539.62,758.64,-3.-11,-2.-41,28.86
1592748,2,1592748,0.25,9.99,0.29,0.4,0.-9,0.-8,8.87,11.42,92538.50,758.64,-8.-4,3.30,30.86
1592794,2,1592794,0.27,10.1,0.15,0.4,0.-9,0.-9,8.81,11.42,92542.88,758.64,-8.-4,3.30,30.86
1592837,2,1592837,0.22,9.96,0.25,0.4,0.-9,0.-9,8.81,11.43,92538.50,757.57,-13.-29,8.84,32.56
1592883,2,1592883,0.17,10.2,0.10,0.4,0.-9,0.-9,8.81,11.43,92537.49,758.6,-13.-29,8.84,32.56
1592929,2,1592929,0.20,10.2,0.20,0.4,0.-9,0.-9,8.81,11.42,92542.88,758.54,-18.-35,14.65,33.74
1592975,2,1592975,0.15,9.98,0.18,0.4,0.-9,0.-8,8.81,11.42,92538.50,758.45,-18.-35,14.65,33.74
1593021,2,1593021,0.21,9.99,0.16,0.4,0.-8,0.-8,8.81,11.43,92536.30,758.74,-23.-16,20.22,34.35
1593067,2,1593069,0.21,10.3,0.17,0.4,0.-9,0.-8,8.81,11.42,92539.67,758.35,-23.-16,20.22,34.35
1593110,2,1593110,0.32,9.99,0.23,0.4,0.-9,0.-8,8.81,11.42,92538.55,757.95,-28.-8,26.27,34.43
1593156,2,1593156,0.14,9.99,0.19,0.4,0.-9,0.-9,8.75,11.42,92540.68,758.35,-28.-8,26.27,34.43
1593202,2,1593202,0.22,9.98,0.25,0.3,0.-9,0.-8,8.75,11.43,92541.81,758.15,-33.-49,31.89,33.88
1593248,2,1593248,0.23,10.4,0.18,0.4,0.-8,0.-9,8.81,11.43,92547.26,758.64,-33.-49,31.89,33.88
1593294,2,1593294,0.34,10.1,0.17,0.4,0.-10,0.-8,8.81,11.42,92542.88,758.84,-39.-45,38.39,32.66
1593337,2,1593337,0.11,10.2,0.22,0.4,0.-9,0.-8,8.81,11.43,92541.81,758.35,-39.-45,38.39,32.66
1593384,2,1593384,0.18,10.2,0.38,0.4,0.-9,0.-8,8.81,11.43,92547.26,758.84,-45.-35,43.22,31.4
1593430,2,1593430,0.20,10.0,0.19,0.4,0.-9,0.-8,8.81,11.43,92545.7,758.6,-45.-35,43.22,31.4
1593476,2,1593476,0.21,10.2,0.17,0.4,0.-8,0.-9,8.81,11.43,92538.55,758.84,-53.-5,48.46,28.8
1593522,2,1593522,0.28,10.3,0.18,0.4,0.-9,0.-8,8.81,11.43,92545.13,758.54,-53.-5,48.46,28.8
1593568,2,1593570,0.46,10.4,0.4,0.4,0.-9,0.-8,8.81,11.42,92538.55,758.44,-61.-59,53.78,23.39
1593611,2,1593611,0.10,10.2,0.24,0.4,0.-9,0.-8,8.81,11.42,92548.39,757.95,-61.-59,53.78,23.39
1593657,2,1593657,0.14,10.1,0.21,0.4,0.-9,0.-8,8.75,11.42,92546.19,758.25,-72.-23,58.51,16.73
1593703,2,1593703,0.0,10.1,0.27,0.4,0.-10,0.-8,8.81,11.43,92538.55,758.73,-72.-23,58.51,16.73
1593749,2,1593749,0.0,9.99,0.25,0.4,0.-8,0.-8,8.81,11.42,92541.87,758.25,-85.-4,61.97,7.98
1593795,2,1593795,0.9,9.96,0.23,0.4,0.-8,0.-9,8.81,11.42,92547.20,758.74,-85.-4,61.97,7.98
1593838,2,1593838,0.34,10.3,0.19,0.4,0.-9,0.-8,8.81,11.43,92540.68,758.64,-101.-8,64.45,-4.-19
1593884,2,1593884,0.34,9.98,0.12,0.4,0.-10,0.-8,8.81,11.43,92546.13,758.45,-101.-8,64.45,-4.-19
1593930,2,1593930,0.28,9.98,0.2,0.4,0.-9,0.-8,8.75,11.43,92538.50,758.35,-118.-36,65.5,-17.-52
1593976,2,1593976,0.9,10.1,0.30,0.4,0.-10,0.-8,8.87,11.42,92542.88,758.74,-118.-36,65.5,-17.-52
1594022,2,1594022,0.0,9.98,0.28,0.3,0.-8,0.-9,8.81,11.43,92537.42,758.74,-135.-40,64.2,-30.-30
1594070,2,1594070,0.0,10.0,0.36,0.4,0.-9,0.-8,8.81,11.42,92534.17,759.13,-135.-40,64.2,-30.-30
1594116,2,1594116,0.24,10.0,0.21,0.3,0.-8,0.-8,8.81,11.43,92536.36,758.35,-149.-72,61.91,-40.-61
1594162,2,1594162,0.1,9.99,0.26,0.4,0.-9,0.-9,8.81,11.42,92545.13,759.4,-149.-72,61.91,-40.-61
1594208,2,1594208,0.36,9.94,0.8,0.4,0.-8,0.-9,8.81,11.42,92545.13,758.44,-163.-59,58.60,-50.-15
1594254,2,1594254,0.25,10.2,0.20,0.4,0.-9,0.-9,8.81,11.43,92541.81,758.35,-163.-59,58.60,-50.-15
1594300,2,1594300,0.27,10.1,0.11,0.4,0.-8,0.-9,8.75,11.43,92544.0,758.83,-174.-62,54.24,-56.-87
1594343,2,1594343,0.12,9.98,0.17,0.5,0.-9,0.-8,8.87,11.42,92536.36,758.34,-174.-62,54.24,-56.-87
1594390,2,1594390,0.6,10.0,0.15,0.5,0.-9,0.-9,8.81,11.42,92540.75,758.64,175.74,49.2,-62.-8
1594436,2,1594436,0.42,9.95,0.17,0.5,0.-11,0.-7,8.87,11.42,92539.67,758.54,175.74,49.2,-62.-8
1594482,2,1594482,0.23,10.1,0.-2,0.4,0.-9,0.-9,8.81,11.42,92538.55,759.13,168.45,43.15,-64.-75
1594528,2,1594528,0.27,9.95,0.11,0.4,0.-9,0.-7,8.81,11.43,92542.88,758.25,168.45,43.15,-64.-75
1594576,2,1594576,0.33,9.92,0.-3,0.3,0.-8,0.-9,8.81,11.42,92534.17,758.35,161.78,37.77,-66.-15
1594622,2,1594622,0.0,9.99,0.29,0.3,0.-9,0.-9,8.81,11.42,92544.6,758.94,161.78,37.77,-66.-15
1594668,2,1594668,0.40,9.97,0.25,0.4,0.-8,0.-9,8.81,11.42,92544.0,758.25,155.98,32.50,-67.-6
1594714,2,1594714,0.6,10.0,0.24,0.4,0.-10,0.-9,8.81,11.42,92545.13,758.44,155.98,32.50,-67.-6
1594760,2,1594760,0.22,10.1,0.20,0.5,0.-10,0.-8,8.81,11.43,92540.75,758.15,150.53,25.69,-67.-41
1594806,2,1594806,0.18,10.2,0.4,0.4,0.-9,0.-8,8.81,11.42,92540.75,759.23,150.53,25.69,-67.-41
1594849,2,1594849,0.22,10.1,0.18,0.4,0.-10,0.-7,8.87,11.41,92538.55,758.73,146.7,19.32,-66.-83
1594895,2,1594895,0.27,9.98,0.14,0.4,0.-8,0.-8,8.81,11.42,92540.80,758.25,146.7,19.32,-66.-83
1594941,2,1594941,0.20,9.99,0.21,0.3,0.-10,0.-8,8.81,11.42,92540.75,758.54,141.1,13.83,-65.-80
1594987,2,1594987,0.17,9.99,0.24,0.3,0.-9,0.-9,8.81,11.42,92537.49,758.73,141.1,13.83,-65.-80
1595033,2,1595033,0.17,9.99,0.26,0.4,0.-8,0.-8,8.75,11.42,92541.81,758.54,136.33,8.25,-64.-78
1595076,2,1595076,0.29,9.95,0.19,0.4,0.-8,0.-8,8.81,11.42,92540.75,758.25,136.33,8.25,-64.-78
1595122,2,1595122,0.5,10.2,0.27,0.5,0.-8,0.-9,8.75,11.43,92536.30,758.54,131.0,2.58,-63.-52
1595168,2,1595168,0.34,10.1,0.16,0.4,0.-10,0.-8,8.81,11.43,92544.0,758.35,131.0,2.58,-63.-52
1595214,2,1595214,0.25,10.0,0.9,0.3,0.-10,0.-8,8.81,11.42,92538.50,757.95,125.77,-2.-85,-60.-36
1595260,2,1595260,0.27,10.0,0.19,0.4,0.-9,0.-7,8.81,11.42,92542.93,758.74,125.77,-2.-85,-60.-36
1595306,2,1595308,0.28,9.97,0.8,0.3,0.-9,0.-8,8.75,11.43,92541.87,758.15,120.37,-7.-34,-57.-19
1595349,2,1595349,0.5,9.98,0.39,0.3,0.-8,0.-9,8.87,11.43,92546.25,758.15,120.37,-7.-34,-57.-19
1595396,2,1595396,0.22,10.3,0.30,0.4,0.-9,0.-8,8.81,11.42,92542.93,758.54,114.80,-11.-93,-53.-82
1595442,2,1595442,0.11,10.4,0.28,0.4,0.-9,0.-9,8.81,11.42,92548.39,758.15,114.80,-11.-93,-53.-82
1595488,2,1595488,0.28,10.0,0.19,0.5,0.-9,0.-8,8.81,11.42,92541.81,758.84,108.66,-17.-11,-50.-4
1595534,2,1595534,0.40,9.98,0.18,0.5,0.-9,0.-9,8.81,11.42,92534.23,758.44,108.66,-17.-11,-50.-4
1595577,2,1595577,0.10,10.0,0.16,0.4,0.-10,0.-8,8.81,11.42,92535.35,757.76,101.94,-21.-37,-44.-95
1595623,2,1595623,0.22,10.1,0.12,0.4,0.-9,0.-9,8.87,11.41,92535.29,758.45,101.94,-21.-37,-44.-95
1595669,2,1595669,0.18,9.98,0.19,0.3,0.-9,0.-8,8.81,11.43,92539.67,758.34,94.67,-24.-54,-39.-49
1595715,2,1595715,0.11,10.3,0.23,0.3,0.-8,0.-8,8.81,11.42,92534.17,758.44,94.67,-24.-54,-39.-49
1595761,2,1595761,0.29,9.98,0.20,0.4,0.-9,0.-8,8.81,11.42,92542.93,758.35,86.82,-27.-38,-33.-52
1595804,2,1595804,0.26,9.99,0.17,0.4,0.-9,0.-8,8.81,11.43,92536.36,758.54,86.82,-27.-38,-33.-52
1595850,2,1595850,0.24,10.1,0.19,0.5,0.-10,0.-8,8.87,11.43,92541.75,758.25,78.51,-29.-82,-26.-72
1595896,2,1595896,0.31,9.99,0.18,0.5,0.-9,0.-9,8.81,11.43,92540.75,758.15,78.51,-29.-82,-26.-72
1595942,2,1595942,0.13,10.0,0.21,0.4,0.-9,0.-8,8.81,11.42,92536.36,758.6,69.45,-31.-18,-20.-26
1595988,2,1595988,0.19,10.4,0.23,0.4,0.-9,0.-9,8.81,11.42,92538.50,758.45,69.45,-31.-18,-20.-26
1596036,2,1596036,0.2,10.0,0.23,0.3,0.-8,0.-9,8.75,11.42,92534.23,758.15,60.68,-31.-38,-14.-32
1596082,2,1596082,0.28,9.98,0.16,0.4,0.-9,0.-8,8.81,11.42,92533.10,758.34,60.68,-31.-38,-14.-32
1596128,2,1596128,0.20,10.2,0.17,0.4,0.-8,0.-9,8.75,11.42,92539.62,758.93,52.7,-30.-76,-7.-89
1596174,2,1596174,0.45,9.96,0.19,0.4,0.-9,0.-8,8.81,11.44,92540.75,758.35,52.7,-30.-76,-7.-89
1596220,2,1596220,0.23,10.2,0.20,0.4,0.-10,0.-9,8.87,11.42,92536.36,759.13,43.29,-29.-22,0.-96
1596266,2,1596266,0.29,10.0,0.19,0.4,0.-9,0.-8,8.81,11.42,92542.93,759.13,43.29,-29.-22,0.-96
1596309,2,1596309,0.13,10.1,0.17,0.4,0.-9,0.-8,8.81,11.42,92537.42,758.25,35.24,-27.-25,4.87
1596355,2,1596355,0.15,9.99,0.23,0.4,0.-9,0.-9,8.81,11.42,92539.67,758.5,35.24,-27.-25,4.87
1596402,2,1596402,0.12,10.5,0.11,0.3,0.-8,0.-9,8.81,11.42,92538.55,758.15,27.73,-24.-29,10.0
1596448,2,1596448,0.28,10.2,0.27,0.3,0.-9,0.-8,8.87,11.42,92537.42,758.84,27.73,-24.-29,10.0
1596494,2,1596494,0.28,10.0,0.15,0.3,0.-8,0.-9,8.81,11.42,92542.88,759.3,20.34,-20.-86,14.59
1596542,2,1596542,0.17,9.97,0.38,0.4,0.-9,0.-8,8.81,11.42,92548.39,757.95,20.34,-20.-86,14.59
1596588,2,1596588,0.21,10.2,0.29,0.4,0.-9,0.-9,8.75,11.42,92542.93,758.73,13.26,-16.-85,19.0
1596634,2,1596634,0.10,10.1,0.24,0.4,0.-8,0.-8,8.81,11.42,92541.81,759.81,13.26,-16.-85,19.0
1596680,2,1596680,0.26,10.2,0.11,0.4,0.-8,0.-9,8.81,11.43,92540.75,758.93,6.84,-12.-74,22.85
1596726,2,1596726,0.13,10.0,0.2,0.4,0.-9,0.-9,8.81,11.42,92540.75,758.64,6.84,-12.-74,22.85
1596772,2,1596772,0.39,10.1,0.-1,0.4,0.-10,0.-8,8.81,11.42,92535.29,759.22,1.44,-7.-33,26.19
1596815,2,1596815,0.33,10.3,0.2,0.3,0.-10,0.-8,8.81,11.42,92537.49,758.54,1.44,-7.-33,26.19
1596861,2,1596861,0.18,9.98,0.28,0.3,0.-9,0.-8,8.81,11.42,92540.75,758.93,-3.-60,-1.-71,28.50
1596918,2,1596918,0.29,10.2,0.12,0.4,0.-10,0.-8,8.87,11.42,92538.67,758.83,-3.-60,-1.-71,28.50
1596964,2,1596964,0.43,10.3,0.9,0.4,0.-9,0.-8,8.81,11.42,92537.54,758.63,-8.-31,4.11,30.79
1597010,2,1597010,0.16,10.2,0.18,0.4,0.-9,0.-9,8.81,11.42,92541.87,759.3,-8.-31,4.11,30.79
1597058,2,1597058,0.19,9.96,0.13,0.4,0.-9,0.-9,8.81,11.42,92539.74,758.44,-13.-52,9.75,32.67
1597104,2,1597104,0.16,10.3,0.19,0.4,0.-8,0.-9,8.75,11.42,92539.67,758.44,-13.-52,9.75,32.67
1597150,2,1597150,0.13,10.2,0.27,0.3,0.-7,0.-8,8.81,11.42,92537.49,758.44,-18.-51,14.51,33.64
1597196,2,1597196,0.18,10.3,0.20,0.3,0.-7,0.-8,8.81,11.42,92535.29,758.25,-18.-51,14.51,33.64
1597242,2,1597242,0.15,10.2,0.22,0.3,0.-7,0.-9,8.87,11.42,92532.3,758.74,-23.-78,20.36,33.90
1597288,2,1597288,0.30,9.99,0.19,0.5,0.-8,0.-8,8.81,11.42,92539.67,759.12,-23.-78,20.36,33.90
1597331,2,1597331,0.21,9.98,0.19,0.4,0.-10,0.-9,8.75,11.42,92540.75,758.93,-28.-97,26.36,34.18
1597377,2,1597377,0.21,10.3,0.31,0.4,0.-9,0.-8,8.81,11.42,92535.29,759.42,-28.-97,26.36,34.18
1597424,2,1597424,0.19,10.1,0.15,0.4,0.-9,0.-9,8.81,11.43,92536.36,758.35,-34.-68,32.24,33.92
1597470,2,1597470,0.18,10.0,0.20,0.4,0.-9,0.-8,8.81,11.42,92541.81,758.73,-34.-68,32.24,33.92
1597516,2,1597516,0.22,10.1,0.5,0.3,0.-9,0.-9,8.75,11.42,92539.67,758.44,-40.-87,37.93,32.36
1597564,2,1597564,0.17,10.1,0.22,0.4,0.-9,0.-8,8.81,11.42,92536.36,758.73,-40.-87,37.93,32.36
1597610,2,1597610,0.27,9.98,0.7,0.4,0.-9,0.-8,8.87,11.42,92540.75,758.63,-47.-61,43.84,29.85
1597656,2,1597656,0.19,10.4,0.32,0.4,0.-9,0.-8,8.87,11.42,92541.87,758.44,-47.-61,43.84,29.85
1597702,2,1597702,0.27,9.99,0.16,0.4,0.-10,0.-8,8.87,11.42,92540.68,758.93,-55.-26,49.61,26.7
1597748,2,1597748,0.23,9.97,0.22,0.4,0.-9,0.-9,8.87,11.42,92537.49,759.23,-55.-26,49.61,26.7
1597794,2,1597794,0.14,10.4,0.23,0.4,0.-10,0.-9,8.81,11.42,92537.49,758.5,-65.-20,54.94,20.49
1597837,2,1597837,0.23,9.97,0.12,0.4,0.-9,0.-9,8.81,11.41,92540.75,758.64,-65.-20,54.94,20.49
1597883,2,1597883,0.9,10.2,0.22,0.3,0.-9,0.-8,8.81,11.42,92539.67,758.54,-76.-41,58.94,13.18
1597929,2,1597929,0.30,9.99,0.13,0.4,0.-9,0.-8,8.81,11.42,92539.67,758.93,-76.-41,58.94,13.18
1597975,2,1597975,0.13,9.98,0.34,0.3,0.-8,0.-8,8.81,11.42,92539.62,759.13,-90.-22,61.94,3.38
1598021,2,1598021,0.33,10.2,0.14,0.4,0.-9,0.-8,8.81,11.42,92537.49,758.84,-90.-22,61.94,3.38
1598069,2,1598069,0.20,10.1,0.25,0.4,0.-9,0.-9,8.75,11.42,92538.61,759.3,-106.-92,63.95,-9.-32
1598115,2,1598115,0.31,10.4,0.12,0.4,0.-9,0.-8,8.81,11.42,92537.49,757.85,-106.-92,63.95,-9.-32
1598161,2,1598161,0.22,10.2,0.20,0.4,0.-9,0.-9,8.75,11.42,92534.17,759.13,-125.-22,64.24,-23.-59
1598207,2,1598207,0.25,10.1,0.16,0.4,0.-9,0.-9,8.81,11.42,92538.55,758.15,-125.-22,64.24,-23.-59
1598253,2,1598253,0.25,10.1,0.16,0.4,0.-9,0.-8,8.81,11.43,92533.10,758.44,-141.0,62.55,-35.-64
1598299,2,1598299,0.23,10.2,0.17,0.4,0.-9,0.-8,8.75,11.42,92537.42,758.93,-141.0,62.55,-35.-64
1598342,2,1598342,0.26,9.98,0.30,0.4,0.-9,0.-8,8.75,11.42,92536.42,758.63,-155.-51,59.41,-46.-16
1598388,2,1598388,0.26,9.97,0.20,0.4,0.-9,0.-8,8.81,11.42,92539.74,758.34,-155.-51,59.41,-46.-16
1598435,2,1598435,0.25,9.97,0.17,0.4,0.-9,0.-8,8.81,11.42,92537.49,758.73,-167.-53,55.25,-54.-38
1598481,2,1598481,0.27,9.99,0.19,0.4,0.-9,0.-8,8.81,11.42,92539.62,758.44,-167.-53,55.25,-54.-38
1598527,2,1598527,0.24,9.99,0.20,0.4,0.-9,0.-9,8.81,11.42,92540.75,758.54,-177.-85,50.34,-60.-39
1598570,2,1598570,0.33,10.2,0.15,0.5,0.-9,0.-9,8.81,11.42,92530.91,758.63,-177.-85,50.34,-60.-39
1598616,2,1598616,0.12,10.2,0.17,0.4,0.-8,0.-9,8.87,11.41,92538.55,758.24,173.95,45.26,-64.-3
1598662,2,1598662,0.16,9.97,0.20,0.3,0.-9,0.-9,8.81,11.42,92545.13,758.84,173.95,45.26,-64.-3
1598708,2,1598708,0.15,10.3,0.33,0.4,0.-9,0.-9,8.81,11.42,92532.3,758.15,166.84,39.40,-66.-49
1598754,2,1598754,0.26,10.2,0.15,0.4,0.-9,0.-8,8.75,11.42,92539.67,758.5,166.84,39.40,-66.-49
1598802,2,1598802,0.22,9.99,0.23,0.4,0.-9,0.-8,8.81,11.42,92535.35,758.44,160.94,33.35,-67.-97
1598848,2,1598848,0.35,10.3,0.19,0.4,0.-9,0.-8,8.81,11.42,92540.75,758.25,160.94,33.35,-67.-97
1598894,2,1598894,0.28,9.98,0.19,0.4,0.-9,0.-9,8.81,11.42,92540.75,757.95,155.10,27.29,-68.-61
1598940,2,1598940,0.26,10.0,0.18,0.3,0.-9,0.-8,8.81,11.42,92541.87,758.83,155.10,27.29,-68.-61
1598986,2,1598986,0.8,9.98,0.23,0.3,0.-8,0.-9,8.87,11.42,92535.29,758.35,149.89,21.87,-68.-31
1599032,2,1599032,0.18,10.3,0.22,0.4,0.-9,0.-9,8.75,11.42,92541.46,758.8,149.89,21.87,-68.-31
1599266,2,1599266,0.3,10.4,0.25,0.3,0.-8,0.-8,8.81,11.33,92534.77,758.59,144.94,16.51,-67.-76
1599312,2,1599312,0.42,9.99,0.-10,0.4,0.-9,0.-9,8.81,11.35,92538.97,758.41,144.94,16.51,-67.-76
1599358,2,1599358,0.-5,10.1,0.35,0.3,0.-9,0.-8,8.81,11.37,92538.85,759.40,140.25,11.1,-66.-18
1599404,2,1599404,0.43,10.2,0.11,0.4,0.-9,0.-8,8.75,11.38,92532.21,758.92,140.25,11.1,-66.-18
1599451,2,1599451,0.5,10.3,0.44,0.4,0.-9,0.-8,8.75,11.39,92540.92,758.53,135.46,5.50,-64.-68
1599821,2,1599821,0.32,10.0,0.25,0.4,0.-9,0.-8,8.81,11.29,92538.26,758.96,135.46,5.50,-64.-68
1599867,2,1599867,0.28,9.98,0.32,0.5,0.-9,0.-8,8.81,11.32,92534.77,758.49,130.64,0.-44,-62.-95
1599913,2,1599913,0.21,10.3,0.15,0.5,0.-9,0.-8,8.81,11.35,92540.10,758.21,130.64,0.-44,-62.-95
1599959,2,1599959,0.30,9.96,0.17,0.4,0.-9,0.-9,8.81,11.37,92536.66,758.51,124.98,-6.-1,-60.-52
1600005,2,1600005,0.16,10.1,0.4,0.4,0.-9,0.-9,8.81,11.38,92542.5,758.52,124.98,-6.-1,-60.-52
1600051,2,1600070,0.16,10.2,0.21,0.3,0.-9,0.-9,8.81,11.38,92543.23,758.12,119.10,-10.-76,-57.-31
1600110,2,1600110,0.21,10.3,0.15,0.3,0.-9,0.-8,8.75,11.38,92542.10,758.23,119.10,-10.-76,-57.-31
1600156,2,1600156,0.8,10.3,0.26,0.3,0.-9,0.-8,8.81,11.38,92544.24,757.94,113.29,-15.-9,-53.-68
1600202,2,1600202,0.29,10.0,0.22,0.4,0.-9,0.-8,8.75,11.40,92538.73,757.75,113.29,-15.-9,-53.-68
1600248,2,1600248,0.29,10.1,0.29,0.4,0.-9,0.-8,8.81,11.40,92537.60,757.94,106.84,-19.-59,-49.-60
1600294,2,1600294,0.33,10.3,0.16,0.5,0.-9,0.-8,8.75,11.40,92544.18,758.14,106.84,-19.-59,-49.-60
1600339,2,1600339,0.22,10.1,0.12,0.4,0.-9,0.-9,8.68,11.40,92540.86,758.24,99.50,-23.-80,-44.-71
1600385,2,1600385,0.13,10.2,0.2,0.4,0.-9,0.-9,8.75,11.40,92540.86,758.82,99.50,-23.-80,-44.-71
1600431,2,1600431,0.11,10.2,0.13,0.4,0.-9,0.-8,8.81,11.41,92534.29,758.24,91.91,-26.-93,-39.-18
1600478,2,1600478,0.10,10.1,0.22,0.3,0.-9,0.-8,8.81,11.41,92541.92,758.34,91.91,-26.-93,-39.-18
