millis(),currentState,calculatedFlightTime,IMUAcc.acceleration.x,IMUAcc.acceleration.y,IMUAcc.acceleration.z,IMUGyro.gyro.x,IMUGyro.gyro.y,IMUGyro.gyro.z,IMUTher.temperature,BARO.readTemperature,BARO.readPressure,BARO.readAltitude,orientation.actual.roll,orientation.actual.pitch,orientation.actual.yaw
11612,2,11612,0.-28,10.4,0.38,0.4,0.-11,0.-7,6.50,10.27,92534.38,759.21,0.0,0.0,0.0
11658,2,11658,0.-25,9.89,0.42,0.4,0.-5,0.-7,6.56,10.29,92536.46,758.63,0.0,0.0,0.0
11704,2,11704,0.0,9.97,0.34,0.5,0.-5,0.-7,6.50,10.30,92537.49,758.74,0.0,0.0,0.0
11747,2,11747,0.-11,9.98,0.25,0.5,0.-14,0.-8,6.56,10.31,92537.49,759.13,0.0,0.0,0.0
11793,2,11793,0.-20,10.9,0.26,0.4,0.-7,0.-8,6.50,10.32,92540.69,758.45,0.0,0.0,0.0
11839,2,11839,0.-26,9.93,0.22,0.4,0.-11,0.-9,6.50,10.32,92540.69,758.94,0.0,0.0,0.0
11885,2,11885,0.-31,10.3,0.28,0.4,0.-10,0.-8,6.43,10.32,92534.13,759.14,0.0,0.0,0.0
11931,2,11931,0.-26,9.98,0.30,0.4,0.-8,0.-7,6.50,10.32,92534.13,758.84,0.0,0.0,0.0
11977,2,11977,0.-25,10.1,0.28,0.4,0.-8,0.-7,6.50,10.32,92537.39,758.74,0.0,0.0,0.0
12025,2,12025,0.-6,10.4,0.28,0.3,0.-11,0.-7,6.50,10.32,92535.20,758.65,0.0,0.0,0.0
12071,2,12071,0.-13,9.98,0.28,0.3,0.-12,0.-8,6.50,10.33,92526.46,759.23,0.0,0.0,0.0
12117,2,12117,0.-11,9.95,0.33,0.3,0.-10,0.-8,6.50,10.31,92537.39,758.55,0.0,0.0,0.0
12163,2,12163,0.-22,10.1,0.38,0.3,0.-12,0.-9,6.50,10.33,92538.40,758.65,0.0,0.0,0.0
12209,2,12209,0.-27,9.98,0.40,0.3,0.-9,0.-9,6.56,10.32,92541.71,758.75,0.0,0.0,0.0
12255,2,12255,0.-24,10.1,0.30,0.3,0.-8,0.-8,6.62,10.32,92537.34,758.94,0.0,0.0,0.0
12303,2,12303,0.-17,10.7,0.33,0.3,0.-11,0.-8,6.56,10.32,92535.20,759.14,0.0,0.0,0.0
12349,2,12349,0.-18,10.3,0.35,0.3,0.-13,0.-9,6.62,10.32,92537.34,758.65,0.0,0.0,0.0
12395,2,12395,0.-19,10.4,0.35,0.3,0.-8,0.-9,6.62,10.33,92530.83,759.4,0.0,0.0,0.0
12441,2,12441,0.-21,10.4,0.37,0.4,0.-6,0.-9,6.56,10.32,92540.64,758.75,0.0,0.0,0.0
12488,2,12488,0.-41,9.97,0.45,0.4,0.-13,0.-9,6.56,10.33,92539.47,758.94,0.0,0.0,0.0
12534,2,12534,0.-40,10.1,0.47,0.5,0.-10,0.-7,6.50,10.32,92535.15,758.94,0.0,0.0,0.0
12580,2,12582,0.-25,10.40,0.27,0.6,0.-6,0.-6,6.56,10.31,92534.8,759.33,0.0,0.0,0.0
12623,2,12623,0.-18,10.27,0.25,0.6,0.-6,0.-7,6.62,10.33,92538.46,759.4,0.0,0.0,0.0
12669,2,12669,0.-22,10.3,0.26,0.6,0.-5,0.-7,6.56,10.33,92536.32,758.65,0.0,0.0,0.0
12715,2,12715,0.6,10.5,0.20,0.5,0.-3,0.-8,6.50,10.32,92534.8,759.23,0.0,0.0,0.0
12761,2,12761,0.16,9.99,0.30,0.5,0.-11,0.-10,6.56,10.32,92536.27,758.65,0.0,0.0,0.0
12807,2,12807,0.1,10.4,0.36,0.5,0.-24,0.-11,6.62,10.32,92539.52,757.96,0.0,0.0,0.0
12853,2,12853,0.-10,10.1,0.28,0.6,0.-20,0.-12,6.56,10.33,92538.46,758.26,0.0,0.0,0.0
12896,2,12896,0.-7,10.1,0.48,0.6,0.-6,0.-14,6.56,10.31,92533.1,759.23,0.0,0.0,0.0
12942,2,12942,0.-47,10.2,0.9,0.7,0.-25,0.-14,6.50,10.32,92537.39,758.74,0.0,0.0,0.0
12988,2,12988,0.-51,10.5,0.14,0.5,0.-22,0.-12,6.56,10.32,92537.34,758.65,0.0,0.0,0.0
13034,2,13034,0.-58,9.97,0.55,0.5,0.-28,0.-10,6.62,10.33,92538.46,758.75,0.0,0.0,0.0
13080,2,13080,0.-74,9.97,0.26,0.7,0.-34,0.-8,6.56,10.31,92536.27,758.65,0.0,0.0,0.0
13126,2,13126,0.-11,10.10,0.17,0.6,0.4,0.-7,6.56,10.33,92531.95,758.94,0.0,0.0,0.0
13169,2,13169,0.3,10.4,0.19,0.6,0.-9,0.-8,6.50,10.32,92539.57,759.72,0.0,0.0,0.0
13215,2,13215,0.-26,10.4,0.21,0.5,0.-19,0.-10,6.56,10.33,92537.39,759.23,0.0,0.0,0.0
13261,2,13261,0.-16,10.4,0.36,0.5,0.-4,0.-10,6.56,10.33,92537.39,758.65,0.0,0.0,0.0
13307,2,13307,0.-25,10.4,0.32,0.7,0.-21,0.-11,6.56,10.33,92542.82,758.65,0.0,0.0,0.0
13353,2,13353,0.-52,10.4,0.25,0.7,0.-10,0.-11,6.50,10.32,92536.27,758.94,0.0,0.0,0.0
13399,2,13399,0.-55,10.4,0.30,0.7,0.-12,0.-9,6.56,10.33,92535.25,759.33,0.0,0.0,0.0
13442,2,13442,0.-86,9.97,0.24,0.8,0.-8,0.-7,6.62,10.33,92542.82,758.74,0.0,0.0,0.0
13489,2,13489,0.-61,9.98,0.33,0.9,0.-9,0.-5,6.50,10.32,92536.32,758.55,0.0,0.0,0.0
13535,2,13535,0.-19,10.1,0.23,0.10,0.-27,0.-4,6.50,10.32,92540.64,759.24,0.0,0.0,0.0
13581,2,13581,0.-12,10.0,0.-3,0.11,0.-15,0.-5,6.62,10.31,92537.34,758.84,0.0,0.0,0.0
13627,2,13627,0.-6,10.1,0.-15,0.10,0.-7,0.-7,6.62,10.33,92534.13,759.4,0.0,0.0,0.0
13673,2,13673,0.-19,10.8,0.-17,0.8,0.-15,0.-7,6.56,10.32,92541.76,758.6,0.0,0.0,0.0
13716,2,13716,0.-10,10.7,0.-15,0.7,0.-7,0.-8,6.56,10.32,92536.27,758.84,0.0,0.0,0.0
13762,2,13762,0.-4,9.95,0.-10,0.6,0.-10,0.-10,6.56,10.33,92537.34,759.33,0.0,0.0,0.0
13808,2,13808,0.-24,10.0,0.0,0.5,0.-11,0.-11,6.50,10.32,92543.94,758.84,0.0,0.0,0.0
13854,2,13854,0.-23,10.7,0.11,0.6,0.-14,0.-11,6.50,10.32,92538.46,758.26,0.0,0.0,0.0
13900,2,13900,0.-53,9.94,0.-6,0.6,0.-25,0.-11,6.56,10.32,92543.89,759.4,0.0,0.0,0.0
13946,2,13946,0.-49,10.1,0.2,0.5,0.-17,0.-9,6.56,10.33,92547.15,758.75,0.0,0.0,0.0
13989,2,13989,0.-33,10.2,0.1,0.5,0.-9,0.-8,6.50,10.33,92541.71,758.65,0.0,0.0,0.0
14035,2,14035,0.-32,9.98,0.2,0.6,0.-9,0.-8,6.56,10.32,92542.82,758.26,0.0,0.0,0.0
14081,2,14081,0.-24,10.2,0.-5,0.6,0.-15,0.-8,6.56,10.32,92533.1,758.36,0.0,0.0,0.0
14127,2,14127,0.-32,10.2,0.-20,0.5,0.-8,0.-8,6.50,10.32,92540.64,758.55,0.0,0.0,0.0
14173,2,14173,0.-28,10.0,0.-17,0.5,0.-8,0.-8,6.50,10.32,92539.57,757.96,0.0,0.0,0.0
14219,2,14219,0.-30,10.3,0.-23,0.4,0.-8,0.-8,6.56,10.33,92542.82,759.24,0.0,0.0,0.0
14267,2,14267,0.-24,10.11,0.-17,0.3,0.-10,0.-9,6.56,10.32,92538.46,758.45,0.0,0.0,0.0
14313,2,14313,0.-38,9.84,0.-13,0.2,0.-13,0.-8,6.50,10.33,92538.46,758.94,0.0,0.0,0.0
14359,2,14359,0.-33,9.97,0.-8,0.2,0.-13,0.-8,6.50,10.31,92538.50,758.26,0.0,0.0,0.0
14405,2,14405,0.-22,9.97,0.-4,0.2,0.-11,0.-8,6.56,10.32,92538.46,758.84,0.0,0.0,0.0
14451,2,14451,0.-22,10.8,0.0,0.2,0.-14,0.-8,6.56,10.33,92540.64,758.55,0.0,0.0,0.0
14498,2,14498,0.-26,10.12,0.16,0.2,0.-12,0.-10,6.56,10.32,92540.64,758.74,0.0,0.0,0.0
14546,2,14546,0.-37,9.95,0.12,0.3,0.-13,0.-9,6.50,10.31,92536.32,758.25,0.0,0.0,0.0
14592,2,14592,0.-19,10.7,0.3,0.3,0.-8,0.-8,6.62,10.32,92536.27,758.26,0.0,0.0,0.0
14638,2,14638,0.-36,9.93,0.-1,0.4,0.-9,0.-9,6.62,10.32,92535.20,757.87,0.0,0.0,0.0
14684,2,14684,0.-5,10.16,0.7,0.3,0.-9,0.-9,6.56,10.33,92536.32,759.14,0.0,0.0,0.0
14730,2,14730,0.-44,10.1,0.-10,0.3,0.-12,0.-10,6.56,10.32,92539.57,758.26,0.0,0.0,0.0
14776,2,14776,0.-46,9.97,0.-10,0.3,0.-15,0.-10,6.56,10.32,92538.46,758.65,0.0,0.0,0.0
14824,2,14824,0.-45,9.96,0.-1,0.2,0.-9,0.-9,6.56,10.32,92540.69,759.42,0.0,0.0,0.0
14870,2,14870,0.-29,10.1,0.4,0.2,0.-10,0.-8,6.56,10.33,92537.39,758.84,0.0,0.0,0.0
14916,2,14916,0.-31,10.10,0.14,0.2,0.-10,0.-8,6.56,10.32,92539.57,758.35,0.0,0.0,0.0
14962,2,14962,0.-41,9.91,0.-1,0.2,0.-10,0.-9,6.56,10.32,92545.1,758.74,0.0,0.0,0.0
15008,2,15008,0.-44,10.3,0.5,0.2,0.-16,0.-8,6.56,10.33,92535.20,758.36,0.0,0.0,0.0
15054,2,15054,0.-30,9.98,0.8,0.2,0.-7,0.-8,6.56,10.31,92535.20,758.84,0.0,0.0,0.0
15100,2,15100,0.-34,10.1,0.17,0.2,0.-9,0.-8,6.56,10.33,92538.50,758.93,0.0,0.0,0.0
15143,2,15143,0.-33,10.14,0.24,0.3,0.-10,0.-8,6.56,10.31,92534.13,758.65,0.0,0.0,0.0
15189,2,15189,0.-45,9.96,0.3,0.3,0.-9,0.-8,6.56,10.32,92547.20,758.65,0.0,0.0,0.0
15235,2,15235,0.-30,10.10,0.19,0.3,0.-9,0.-8,6.62,10.32,92529.76,757.96,0.0,0.0,0.0
15281,2,15281,0.-32,9.93,0.11,0.4,0.-10,0.-9,6.56,10.32,92539.57,758.74,0.0,0.0,0.0
15327,2,15327,0.-34,10.8,0.10,0.3,0.-8,0.-8,6.50,10.32,92537.34,758.94,0.0,0.0,0.0
15373,2,15373,0.-42,10.0,0.8,0.3,0.-9,0.-8,6.62,10.32,92539.57,758.55,0.0,0.0,0.0
15416,2,15416,0.-39,10.2,0.15,0.4,0.-9,0.-8,6.56,10.33,92536.27,758.45,0.0,0.0,0.0
15462,2,15462,0.-27,10.1,0.17,0.4,0.-9,0.-7,6.56,10.32,92535.20,758.55,0.0,0.0,0.0
15509,2,15509,0.-25,9.98,0.22,0.4,0.-9,0.-7,6.56,10.32,92542.82,758.75,0.0,0.0,0.0
15555,2,15555,0.-34,10.6,0.12,0.5,0.-9,0.-8,6.56,10.33,92533.1,759.4,0.0,0.0,0.0
15601,2,15601,0.-37,9.99,0.1,0.4,0.-9,0.-8,6.56,10.33,92536.22,759.4,0.0,0.0,0.0
15647,2,15647,0.-45,10.2,0.7,0.4,0.-10,0.-7,6.56,10.33,92541.71,758.36,0.0,0.0,0.0
15690,2,15690,0.-45,10.5,0.3,0.4,0.-10,0.-7,6.56,10.33,92538.46,758.45,0.0,0.0,0.0
15736,2,15736,0.-24,10.1,0.0,0.3,0.-11,0.-7,6.50,10.32,92539.52,758.75,0.0,0.0,0.0
15782,2,15782,0.-12,10.8,0.19,0.3,0.-10,0.-7,6.50,10.33,92543.89,758.65,0.0,0.0,0.0
15828,2,15828,0.-25,9.98,0.20,0.3,0.-11,0.-8,6.56,10.32,92538.46,758.55,0.0,0.0,0.0
15874,2,15874,0.-24,9.97,0.24,0.4,0.-9,0.-8,6.56,10.32,92539.52,759.24,0.0,0.0,0.0
15920,2,15920,0.-40,9.97,0.0,0.5,0.-8,0.-8,6.56,10.32,92540.59,758.46,0.0,0.0,0.0
15963,2,15963,0.-41,10.2,0.3,0.4,0.-8,0.-8,6.62,10.33,92539.52,758.26,0.0,0.0,0.0
16009,2,16009,0.-16,10.3,0.11,0.4,0.-9,0.-8,6.62,10.32,92540.64,758.75,0.0,0.0,0.0
16055,2,16055,0.-23,9.99,0.20,0.4,0.-9,0.-8,6.62,10.33,92537.34,758.46,0.0,0.0,0.0
16101,2,16101,0.-45,10.4,0.22,0.5,0.-9,0.-9,6.62,10.32,92547.20,758.84,0.0,0.0,0.0
16147,2,16147,0.-37,10.3,0.19,0.5,0.-9,0.-8,6.56,10.33,92536.27,759.4,0.0,0.0,0.0
16193,2,16193,0.-22,10.3,0.3,0.5,0.-8,0.-7,6.50,10.33,92532.96,758.65,0.0,0.0,0.0
16241,2,16241,0.-19,10.7,0.0,0.5,0.-8,0.-8,6.62,10.33,92542.78,758.84,0.0,0.0,0.0
16287,2,16287,0.-29,10.0,0.-8,0.4,0.-9,0.-9,6.62,10.33,92534.8,758.65,0.0,0.0,0.0
16333,2,16333,0.-35,10.2,0.1,0.3,0.-10,0.-9,6.56,10.33,92533.1,758.65,0.0,0.0,0.0
16379,2,16379,0.-56,10.0,0.15,0.4,0.-14,0.-8,6.56,10.32,92528.64,758.84,0.0,0.0,0.0
16425,2,16425,0.-42,9.98,0.3,0.3,0.-11,0.-7,6.56,10.33,92540.64,759.4,0.0,0.0,0.0
16471,2,16471,0.-23,10.9,0.0,0.3,0.-9,0.-7,6.56,10.33,92534.8,759.24,0.0,0.0,0.0
16518,2,16520,0.-18,10.3,0.8,0.3,0.-9,0.-8,6.56,10.33,92537.39,758.16,0.0,0.0,0.0
16560,2,16560,0.-21,10.0,0.17,0.3,0.-13,0.-9,6.56,10.32,92538.50,758.74,0.0,0.0,0.0
16606,2,16606,0.-49,10.2,0.11,0.3,0.-11,0.-9,6.50,10.32,92538.50,758.26,0.0,0.0,0.0
16652,2,16652,0.-30,10.3,0.13,0.3,0.-10,0.-8,6.50,10.33,92538.46,758.74,0.0,0.0,0.0
16698,2,16698,0.-40,10.2,0.3,0.3,0.-9,0.-8,6.56,10.32,92535.15,758.55,0.0,0.0,0.0
16744,2,16744,0.-39,9.97,0.-12,0.2,0.-8,0.-7,6.56,10.32,92542.82,758.93,0.0,0.0,0.0
16790,2,16790,0.-17,10.1,0.19,0.1,0.-10,0.-7,6.62,10.31,92536.32,758.64,0.0,0.0,0.0
16833,2,16833,0.-26,10.6,0.21,0.2,0.-10,0.-8,6.56,10.32,92538.50,758.93,0.0,0.0,0.0
16879,2,16879,0.-32,10.4,0.24,0.2,0.-9,0.-8,6.56,10.31,92536.32,759.4,0.0,0.0,0.0
16925,2,16925,0.-36,10.4,0.22,0.3,0.-9,0.-8,6.50,10.32,92535.20,758.84,0.0,0.0,0.0
16971,2,16971,0.-24,10.2,0.26,0.3,0.-8,0.-8,6.62,10.31,92537.39,759.33,0.0,0.0,0.0
17017,2,17017,0.-29,10.3,0.21,0.4,0.-8,0.-9,6.56,10.33,92533.1,758.74,0.0,0.0,0.0
17063,2,17063,0.-25,10.1,0.12,0.4,0.-9,0.-9,6.56,10.33,92534.13,759.4,0.0,0.0,0.0
17106,2,17106,0.-38,10.2,0.16,0.3,0.-9,0.-9,6.56,10.32,92545.1,758.84,0.0,0.0,0.0
17152,2,17152,0.-44,10.15,0.26,0.4,0.-8,0.-8,6.56,10.31,92538.50,759.4,0.0,0.0,0.0
17198,2,17198,0.-36,9.96,0.25,0.5,0.-9,0.-9,6.50,10.32,92539.57,758.45,0.0,0.0,0.0
17244,2,17244,0.-37,10.0,0.14,0.5,0.-7,0.-8,6.56,10.32,92536.27,758.65,0.0,0.0,0.0
17290,2,17290,0.-29,10.2,0.16,0.4,0.-8,0.-7,6.56,10.32,92537.39,759.24,0.0,0.0,0.0
17336,2,17336,0.-22,10.3,0.19,0.4,0.-9,0.-8,6.62,10.32,92546.13,758.35,0.0,0.0,0.0
17379,2,17379,0.-23,10.2,0.16,0.4,0.-8,0.-8,6.56,10.32,92536.32,758.84,0.0,0.0,0.0
17425,2,17425,0.-25,10.2,0.7,0.4,0.-8,0.-8,6.56,10.32,92531.95,758.55,0.0,0.0,0.0
17471,2,17471,0.-33,10.5,0.1,0.3,0.-9,0.-9,6.50,10.32,92537.34,758.55,0.0,0.0,0.0
17518,2,17518,0.-20,10.2,0.20,0.2,0.-10,0.-9,6.62,10.32,92537.39,758.74,0.0,0.0,0.0
17564,2,17564,0.-33,10.2,0.21,0.3,0.-9,0.-10,6.56,10.33,92535.20,759.43,0.0,0.0,0.0
17610,2,17610,0.-33,10.4,0.20,0.3,0.-9,0.-9,6.56,10.32,92534.13,758.46,0.0,0.0,0.0
17653,2,17653,0.-37,10.2,0.24,0.3,0.-10,0.-10,6.50,10.32,92545.1,758.36,0.0,0.0,0.0
17699,2,17699,0.-47,9.97,0.14,0.3,0.-9,0.-9,6.56,10.32,92537.34,758.65,0.0,0.0,0.0
17745,2,17745,0.-41,9.98,0.10,0.3,0.-9,0.-8,6.50,10.33,92543.94,758.85,0.0,0.0,0.0
17791,2,17791,0.-46,10.2,0.3,0.3,0.-10,0.-8,6.56,10.32,92531.95,757.87,0.0,0.0,0.0
17837,2,17837,0.-47,10.2,0.0,0.2,0.-8,0.-6,6.56,10.32,92538.46,759.14,0.0,0.0,0.0
17883,2,17883,0.-13,10.9,0.25,0.1,0.-8,0.-6,6.62,10.32,92540.64,758.55,0.0,0.0,0.0
17931,2,17931,0.7,10.1,0.12,0.1,0.-6,0.-8,6.62,10.32,92540.64,758.65,0.0,0.0,0.0
17977,2,17977,0.-35,10.5,0.-13,0.0,0.-10,0.-9,6.56,10.32,92547.15,758.26,0.0,0.0,0.0
18023,2,18023,0.-32,9.89,0.21,0.-2,0.-13,0.-9,6.56,10.33,92536.27,758.74,0.0,0.0,0.0
18069,2,18069,0.-24,10.2,0.65,0.-1,0.-21,0.-9,6.50,10.33,92536.32,758.74,0.0,0.0,0.0
18115,2,18115,0.-62,9.97,0.43,0.0,0.-19,0.-9,6.56,10.32,92538.46,758.65,0.0,0.0,0.0
18161,2,18161,0.-12,10.3,0.47,0.1,0.-10,0.-7,6.56,10.32,92546.8,758.45,0.0,0.0,0.0
18207,2,18209,0.-9,9.99,0.60,0.2,0.-15,0.-9,6.68,10.31,92545.7,759.43,0.0,0.0,0.0
18250,2,18250,0.-39,9.97,0.61,0.4,0.-14,0.-10,6.56,10.31,92533.1,759.4,0.0,0.0,0.0
18296,2,18296,0.-44,10.5,0.32,0.4,0.-8,0.-9,6.56,10.32,92535.20,758.84,0.0,0.0,0.0
18342,2,18342,0.-34,10.6,0.46,0.4,0.-10,0.-9,6.50,10.32,92541.76,758.64,0.0,0.0,0.0
18388,2,18388,0.-53,9.86,0.69,0.5,0.-15,0.-9,6.62,10.31,92533.1,758.94,0.0,0.0,0.0
18434,2,18434,0.-70,9.97,0.25,0.7,0.-8,0.-7,6.50,10.32,92541.76,759.4,0.0,0.0,0.0
18480,2,18480,0.-25,10.0,0.2,0.5,0.-9,0.-5,6.56,10.31,92539.62,758.25,0.0,0.0,0.0
18524,2,18524,0.-5,10.8,0.13,0.4,0.-9,0.-6,6.56,10.31,92536.32,758.74,0.0,0.0,0.0
18570,2,18570,0.-13,10.2,0.0,0.2,0.-10,0.-8,6.56,10.32,92538.50,758.16,0.0,0.0,0.0
18616,2,18616,0.-17,10.4,0.22,0.1,0.-17,0.-9,6.56,10.32,92533.7,759.33,0.0,0.0,0.0
18662,2,18662,0.-21,9.99,0.35,0.1,0.-22,0.-10,6.56,10.32,92538.50,758.84,0.0,0.0,0.0
18708,2,18708,0.-34,10.3,0.31,0.1,0.-17,0.-10,6.62,10.32,92531.95,758.45,0.0,0.0,0.0
18754,2,18754,0.-32,10.8,0.42,0.1,0.-18,0.-10,6.50,10.31,92539.57,759.13,0.0,0.0,0.0
18797,2,18797,0.-47,9.98,0.54,0.1,0.-21,0.-10,6.56,10.31,92531.95,758.93,0.0,0.0,0.0
18843,2,18843,0.-42,10.3,0.63,0.2,0.-18,0.-10,6.56,10.32,92531.95,758.64,0.0,0.0,0.0
18889,2,18889,0.-42,9.93,0.56,0.3,0.-12,0.-9,6.56,10.32,92537.39,758.55,0.0,0.0,0.0
18935,2,18935,0.-53,10.1,0.50,0.4,0.-10,0.-9,6.56,10.31,92538.50,758.45,0.0,0.0,0.0
18981,2,18981,0.-35,10.2,0.31,0.4,0.-8,0.-8,6.62,10.32,92537.39,758.64,0.0,0.0,0.0
19027,2,19027,0.-27,9.99,0.46,0.4,0.-9,0.-8,6.56,10.32,92540.74,758.64,0.0,0.0,0.0
19070,2,19070,0.-29,10.6,0.44,0.4,0.-8,0.-9,6.56,10.32,92535.25,759.23,0.0,0.0,0.0
19116,2,19116,0.-36,9.73,0.48,0.4,0.-9,0.-10,6.56,10.31,92536.32,758.74,0.0,0.0,0.0
19162,2,19162,0.-37,10.11,0.37,0.4,0.-8,0.-9,6.56,10.31,92539.62,758.35,0.0,0.0,0.0
19208,2,19208,0.-39,10.4,0.45,0.4,0.-9,0.-9,6.56,10.32,92530.88,758.74,0.0,0.0,0.0
19254,2,19254,0.-46,9.97,0.45,0.4,0.-9,0.-9,6.56,10.33,92537.39,758.74,0.0,0.0,0.0
19300,2,19300,0.-37,9.99,0.38,0.4,0.-8,0.-8,6.56,10.31,92534.18,758.44,0.0,0.0,0.0
19343,2,19343,0.-35,10.4,0.32,0.4,0.-8,0.-8,6.62,10.32,92536.32,759.23,0.0,0.0,0.0
19389,2,19389,0.-27,10.4,0.31,0.4,0.-9,0.-9,6.56,10.32,92536.37,759.3,0.0,0.0,0.0
19435,2,19435,0.-38,10.3,0.43,0.3,0.-10,0.-9,6.62,10.31,92537.43,758.5,0.0,0.0,0.0
19481,2,19481,0.-43,9.99,0.50,0.3,0.-12,0.-9,6.62,10.31,92534.13,758.84,0.0,0.0,0.0
19528,2,19528,0.-44,9.97,0.45,0.3,0.-9,0.-9,6.56,10.31,92541.81,759.13,0.0,0.0,0.0
19574,2,19574,0.-34,9.99,0.41,0.3,0.-9,0.-9,6.62,10.31,92539.62,758.16,0.0,0.0,0.0
19617,2,19617,0.-43,9.99,0.47,0.3,0.-9,0.-9,6.56,10.31,92530.83,759.4,0.0,0.0,0.0
19663,2,19663,0.-33,9.87,0.62,0.3,0.-8,0.-9,6.62,10.31,92535.25,758.55,0.0,0.0,0.0
19709,2,19709,0.-38,9.95,0.41,0.4,0.-8,0.-9,6.56,10.31,92539.62,758.64,0.0,0.0,0.0
19755,2,19755,0.-41,9.93,0.41,0.3,0.-8,0.-9,6.56,10.31,92542.88,758.64,0.0,0.0,0.0
19801,2,19801,0.-46,9.99,0.45,0.3,0.-8,0.-9,6.56,10.31,92529.81,759.43,0.0,0.0,0.0
19847,2,19847,0.-51,10.15,0.38,0.3,0.-8,0.-9,6.56,10.31,92538.50,758.83,0.0,0.0,0.0
19895,2,19895,0.-40,9.98,0.45,0.3,0.-7,0.-8,6.56,10.32,92539.62,759.33,0.0,0.0,0.0
19941,2,19941,0.-37,9.87,0.46,0.3,0.-9,0.-8,6.62,10.31,92541.76,759.43,0.0,0.0,0.0
19987,2,19987,0.-44,9.89,0.55,0.3,0.-8,0.-9,6.56,10.31,92541.81,758.35,0.0,0.0,0.0
20033,2,20033,0.-43,9.97,0.53,0.3,0.-8,0.-9,6.62,10.31,92536.32,758.84,0.0,0.0,0.0
20079,2,20079,0.-44,10.2,0.50,0.4,0.-9,0.-8,6.62,10.32,92535.20,758.74,0.0,0.0,0.0
20125,2,20125,0.-54,9.82,0.58,0.4,0.-8,0.-9,6.62,10.32,92538.50,758.16,0.0,0.0,0.0
20171,2,20173,0.-43,9.87,0.50,0.4,0.-9,0.-8,6.62,10.32,92533.7,758.74,0.0,0.0,0.0
20214,2,20214,0.-44,10.3,0.45,0.4,0.-6,0.-8,6.68,10.31,92539.62,758.74,0.0,0.0,0.0
20260,2,20260,0.-36,9.93,0.47,0.5,0.-6,0.-8,6.56,10.32,92536.37,758.25,0.0,0.0,0.0
20306,2,20306,0.-33,10.4,0.41,0.4,0.-9,0.-8,6.62,10.31,92536.27,758.74,0.0,0.0,0.0
20352,2,20352,0.-38,9.94,0.49,0.4,0.-8,0.-9,6.62,10.31,92534.13,758.93,0.0,0.0,0.0
20398,2,20398,0.-51,10.3,0.49,0.4,0.-9,0.-9,6.62,10.31,92542.88,758.74,0.0,0.0,0.0
20456,2,20456,0.-59,10.15,0.43,0.4,0.-8,0.-8,6.56,10.30,92536.42,758.63,0.0,0.0,0.0
20499,2,20499,0.-45,10.5,0.44,0.4,0.-8,0.-8,6.56,10.30,92541.85,759.13,0.0,0.0,0.0
20546,2,20546,0.-29,9.91,0.36,0.4,0.-9,0.-8,6.62,10.30,92542.92,758.44,0.0,0.0,0.0
20592,2,20592,0.-51,10.2,0.49,0.4,0.-9,0.-8,6.62,10.31,92536.37,758.64,0.0,0.0,0.0
20638,2,20638,0.-57,9.93,0.41,0.4,0.-10,0.-8,6.56,10.31,92542.88,758.83,0.0,0.0,0.0
20684,2,20684,0.-44,10.3,0.51,0.4,0.-11,0.-7,6.62,10.31,92531.95,758.54,0.0,0.0,0.0
20730,2,20730,0.-36,9.96,0.37,0.4,0.-10,0.-7,6.62,10.32,92538.50,758.54,0.0,0.0,0.0
20773,2,20773,0.-33,10.3,0.43,0.4,0.-10,0.-8,6.62,10.31,92538.60,758.54,0.0,0.0,0.0
20819,2,20819,0.-34,10.3,0.50,0.3,0.-12,0.-8,6.62,10.31,92540.74,759.23,0.0,0.0,0.0
20865,2,20865,0.-37,10.4,0.48,0.3,0.-10,0.-8,6.62,10.30,92541.81,759.23,0.0,0.0,0.0
20911,2,20911,0.-48,10.4,0.55,0.4,0.-12,0.-9,6.56,10.30,92539.62,759.23,0.0,0.0,0.0
20957,2,20957,0.-44,9.97,0.58,0.4,0.-12,0.-8,6.62,10.31,92539.62,759.13,0.0,0.0,0.0
21003,2,21003,0.-45,9.96,0.56,0.5,0.-11,0.-8,6.62,10.30,92544.4,758.93,0.0,0.0,0.0
21046,2,21046,0.-35,10.2,0.46,0.5,0.-8,0.-8,6.56,10.31,92540.74,758.44,0.0,0.0,0.0
21092,2,21092,0.-44,9.96,0.44,0.5,0.-9,0.-8,6.56,10.30,92535.25,758.83,0.0,0.0,0.0
21138,2,21138,0.-25,10.1,0.58,0.5,0.-8,0.-8,6.62,10.30,92535.25,758.25,0.0,0.0,0.0
21184,2,21184,0.-31,9.99,0.36,0.6,0.-7,0.-9,6.62,10.31,92535.25,758.35,0.0,0.0,0.0
21230,2,21230,0.-48,10.4,0.32,0.5,0.-9,0.-9,6.62,10.31,92534.13,759.3,0.0,0.0,0.0
21276,2,21276,0.-40,9.84,0.54,0.5,0.-9,0.-8,6.56,10.31,92530.88,758.16,0.0,0.0,0.0
21319,2,21319,0.-44,9.93,0.57,0.6,0.-9,0.-8,6.62,10.31,92532.0,759.23,0.0,0.0,0.0
21365,2,21365,0.-53,9.99,0.38,0.6,0.-8,0.-8,6.56,10.31,92528.69,759.14,0.0,0.0,0.0
21411,2,21411,0.-44,10.2,0.25,0.6,0.-8,0.-7,6.62,10.32,92534.18,759.62,0.0,0.0,0.0
